,date,team1,team2,score1,score2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qbelo_prob1,qbelo_prob2,elo_spread,qb_spread,vegas_spread,result
2357,1990-11-18,DEN,CHI,13.0,16.0,1496.21,1607.293,0.4340674236213434,0.5659325763786566,1481.82640334,1635.10493592,0.344799135516,0.655200864484,1.8433199999999972,4.460932695719176,2.5,3.0
2358,1990-11-18,IND,NYJ,17.0,14.0,1433.725,1413.3220000000001,0.6204877971120064,0.3795122028879936,1399.91530339,1388.54374197,0.590106358787,0.409893641213,-3.4161200000000003,-2.5321458148776355,3.0,-3.0
2359,1990-11-18,KC,LAC,27.0,10.0,1542.0,1532.986,0.6049321624280758,0.3950678375719242,1545.14972744,1523.24717456,0.604419067756,0.395580932244,-2.9605599999999956,-2.9456449131290667,-3.5,-17.0
2360,1990-11-18,LAR,DAL,21.0,24.0,1496.281,1334.1860000000001,0.7870549478799284,0.21294505212007164,1491.70991634,1341.76861824,0.776851342949,0.22314865705099995,-9.0838,-8.667898293133868,-9.0,3.0
2361,1990-11-18,NYG,DET,20.0,0.0,1697.386,1442.467,0.8631380394799405,0.1368619605200595,1689.89817957,1444.44562005,0.873809355202,0.12619064479800002,-12.79676,-13.446232489207857,-12.5,-20.0
2362,1990-11-18,ARI,GB,21.0,24.0,1363.0220000000002,1493.499,0.4068709568174781,0.5931290431825219,1388.74599688,1506.57027469,0.39107858652599997,0.608921413474,2.619080000000003,3.076755359658796,5.0,3.0
2363,1990-11-18,SF,TB,31.0,7.0,1759.148,1371.9389999999999,0.9310623809793982,0.0689376190206018,1723.97039163,1362.69225959,0.924796608844,0.07520339115600005,-18.088359999999994,-17.436940861229324,-14.5,-24.0
2364,1990-11-18,SEA,MIN,21.0,24.0,1479.395,1508.229,0.5518598822453578,0.44814011775464224,1469.40397898,1530.12063365,0.5355633365079999,0.464436663492,-1.4466399999999957,-0.9901494732366054,-3.5,3.0
2365,1990-11-19,MIA,OAK,10.0,13.0,1617.588,1538.787,0.6958863967380088,0.3041136032619912,1607.54589247,1541.35433027,0.68754208382,0.31245791618,-5.752039999999999,-5.480124064119799,-3.5,3.0
2366,1990-11-22,DET,DEN,40.0,27.0,1435.192,1484.422,0.5226792816489788,0.4773207183510212,1437.78026815,1472.72777296,0.500727259136,0.49927274086400003,-0.6308000000000005,-0.020214070554554327,-1.0,-13.0
2367,1990-11-25,CIN,IND,20.0,34.0,1515.621,1443.854,0.68725003456956,0.31274996543044004,1519.4786822,1410.96210339,0.7241150275079999,0.27588497249199995,-5.470680000000003,-6.705272247009126,-11.5,14.0
2368,1990-11-25,CLE,MIA,13.0,30.0,1394.39,1596.945,0.3117758184570396,0.6882241815429604,1397.88588884,1587.21722816,0.306207436756,0.6937925632440001,5.502199999999992,5.683422500473863,5.0,17.0
2369,1990-11-25,GB,TB,20.0,10.0,1504.454,1368.2579999999998,0.7610013586325534,0.23899864136744664,1517.04697717,1358.6515139,0.756278104225,0.24372189577500006,-8.047839999999995,-7.86859166849079,-7.5,-10.0
2370,1990-11-25,OAK,KC,24.0,27.0,1559.431,1564.094,0.5859694015147949,0.41403059848520507,1561.68299457,1567.27658884,0.576100000557,0.4238999994430001,-2.41348,-2.131751354381755,-4.0,3.0
2371,1990-11-25,MIN,CHI,41.0,13.0,1523.786,1619.0810000000001,0.4565121493774942,0.5434878506225058,1545.13857973,1644.2035663,0.383300056588,0.616699943412,1.2117999999999927,3.304560403277849,2.5,-28.0
2372,1990-11-25,NO,ATL,10.0,7.0,1518.672,1401.1979999999999,0.7408526206009902,0.2591473793990098,1529.06098056,1403.6298712999999,0.7048477440180001,0.295152255982,-7.2989599999999975,-6.048787311530042,-4.5,-3.0
2373,1990-11-25,NYJ,PIT,7.0,24.0,1403.193,1531.48,0.40991681806385866,0.5900831819361414,1377.49694197,1497.03542454,0.384948472475,0.6150515275249999,2.531480000000001,3.2561424128913954,3.5,17.0
2374,1990-11-25,PHI,NYG,31.0,13.0,1576.635,1704.661,0.4102802841379714,0.5897197158620286,1567.08591719,1696.56353147,0.40418364596699996,0.5958163540329999,2.521040000000002,2.6965389191187903,3.0,-18.0
2375,1990-11-25,ARI,NE,34.0,14.0,1352.067,1318.896,0.637635849070146,0.362364150929854,1378.2692944,1316.84286549,0.638166593093,0.3618334069070001,-3.926840000000002,-3.9428064722598077,-5.0,-20.0
2376,1990-11-25,LAC,SEA,10.0,13.0,1510.892,1463.839,0.6558893681137054,0.34411063188629465,1501.12031316,1454.38603291,0.6574521478140001,0.34254785218600003,-4.4821200000000045,-4.530286395353906,-3.5,3.0
2377,1990-11-25,SF,LAR,17.0,28.0,1762.83,1471.9479999999999,0.8858082518240558,0.11419174817594425,1728.01113732,1467.81766442,0.8772170843170001,0.12278291568300005,-14.23527999999999,-13.66350622434307,-11.5,11.0
2378,1990-11-26,TEN,BUF,27.0,24.0,1529.879,1645.7479999999998,0.4273122783633473,0.5726877216366527,1515.09783923,1643.55989497,0.43794743134499997,0.5620525686550001,2.034760000000007,1.7336792557003486,-3.0,-3.0
2379,1990-12-02,BUF,PHI,30.0,23.0,1629.493,1612.3870000000002,0.6160084488832366,0.3839915511167634,1627.66331183,1603.28195167,0.578992651797,0.42100734820299995,-3.2842399999999983,-2.214134015345608,-3.0,-7.0
2380,1990-12-02,CHI,DET,23.0,17.0,1581.969,1460.2060000000001,0.7455644934527534,0.25443550654724656,1601.05088137,1464.12640402,0.738762363442,0.26123763655800003,-7.4705200000000085,-7.223504256238863,-8.5,-6.0
2381,1990-12-02,CLE,LAR,23.0,38.0,1377.4279999999999,1524.4660000000001,0.3840841472100922,0.6159158527899078,1381.25867973,1519.42693897,0.380464360067,0.619535639933,3.281519999999992,3.388037031552966,3.5,15.0
2382,1990-12-02,DAL,NO,17.0,13.0,1395.119,1525.306,0.4072738844004797,0.5927261155995203,1407.88778353,1536.7180226,0.411911442959,0.5880885570409999,2.607480000000006,2.474221954328142,1.0,-4.0
2383,1990-12-02,DEN,OAK,20.0,23.0,1459.4070000000002,1542.726,0.4736612430959431,0.5263387569040571,1446.38163708,1545.31357069,0.44161779243,0.55838220757,0.7327600000000067,1.6301601426330352,2.5,3.0
2384,1990-12-02,MIN,GB,23.0,7.0,1560.899,1514.955,0.6544470971249509,0.34555290287504914,1588.29126466,1527.77602248,0.650614591484,0.349385408516,-4.437759999999997,-4.320304569895682,-6.0,-16.0
2385,1990-12-02,NE,KC,7.0,37.0,1297.774,1580.799,0.22182670282662195,0.7781732971733779,1295.75547927,1583.64601273,0.247143174487,0.752856825513,8.721000000000004,7.7402203418227025,8.5,30.0
2386,1990-12-02,ARI,IND,20.0,17.0,1373.1889999999999,1483.5439999999999,0.4350971654208429,0.5649028345791571,1399.35668061,1453.41570676,0.5363758533340001,0.4636241466660001,1.814200000000001,-1.0128507437542338,-2.0,-3.0
2387,1990-12-02,PIT,CIN,12.0,16.0,1554.514,1475.931,0.6956207569658531,0.3043792430341469,1518.49429545,1477.02507882,0.667325452623,0.33267454737700003,-5.7433199999999935,-4.837089840467238,-4.5,4.0
2388,1990-12-02,LAC,NYJ,38.0,17.0,1491.731,1380.1589999999999,0.7342766505100214,0.26572334948997856,1481.90252731,1356.03807106,0.7567236226010001,0.24327637739900002,-7.062879999999996,-7.885397621962032,-7.0,-21.0
2389,1990-12-02,SEA,TEN,13.0,10.0,1483.0,1546.1329999999998,0.5026868031188825,0.4973131968811175,1473.60381877,1530.99442237,0.454186481961,0.545813518039,-0.0746799999999975,1.2769613352489178,1.5,-3.0
2390,1990-12-02,TB,ATL,23.0,17.0,1357.756,1394.5629999999999,0.5404841691444361,0.45951583085556397,1347.92246859,1395.97282926,0.518307706329,0.481692293671,-1.1277200000000025,-0.5090874840705742,2.5,-6.0
2391,1990-12-03,SF,NYG,7.0,3.0,1710.3110000000001,1668.9089999999999,0.6485106804530927,0.3514893195469073,1676.40186277,1660.36749699,0.597912212154,0.402087787846,-4.256079999999991,-2.757064653697894,-3.5,-4.0
2392,1990-12-09,ATL,ARI,13.0,24.0,1376.906,1389.181,0.5753002177028841,0.4246997822971159,1377.33405768,1412.06480513,0.45750237524899995,0.542497624751,-2.1089999999999978,1.1840718057709299,-5.0,11.0
2393,1990-12-09,CIN,SF,17.0,20.0,1499.886,1721.1029999999998,0.2892031384107233,0.7107968615892768,1499.75484178,1688.95138919,0.318522598306,0.6814774016940001,6.248680000000002,5.284979345720202,3.5,3.0
2394,1990-12-09,GB,SEA,14.0,20.0,1496.315,1496.776,0.5918253307620716,0.4081746692379285,1508.90482405,1488.95981247,0.605951156453,0.394048843547,-2.5815599999999987,-2.990200982086527,-3.5,6.0
2395,1990-12-09,TEN,CLE,58.0,14.0,1532.356,1356.895,0.7996654582459941,0.2003345417540059,1515.63842866,1360.94340257,0.8054564436380001,0.19454355636200005,-9.61844,-9.872403351379868,-13.0,-44.0
2396,1990-12-09,IND,BUF,7.0,31.0,1467.5520000000001,1644.889,0.3437417460711113,0.6562582539288887,1440.70758225,1644.74278518,0.272540910646,0.7274590893539999,4.49348,6.822029950534105,5.5,24.0
2397,1990-12-09,KC,DEN,31.0,20.0,1594.66,1446.3829999999998,0.7734194649807703,0.2265805350192297,1599.24748338,1434.36008577,0.790224010906,0.209775989094,-8.531080000000003,-9.215911105423622,-7.0,-11.0
2398,1990-12-09,LAR,NO,20.0,24.0,1544.999,1505.645,0.6458187061007665,0.3541812938992335,1539.74221613,1517.24055051,0.634839004656,0.365160995344,-4.174160000000003,-3.842867517811882,-5.0,4.0
2399,1990-12-09,MIA,PHI,23.0,20.0,1581.8210000000001,1596.9920000000002,0.5712220387664781,0.42877796123352185,1577.13181434,1586.20247832,0.5316586886860001,0.468341311314,-1.9931599999999998,-0.881127170875849,-1.0,-3.0
2400,1990-12-09,NYG,MIN,23.0,15.0,1658.1170000000002,1579.539,0.6956146627797537,0.3043853372202463,1647.81797057,1607.16246309,0.6582433315439999,0.34175666845599995,-5.743119999999998,-4.554711531140778,-6.5,-8.0
2401,1990-12-09,PIT,NE,24.0,3.0,1530.559,1283.913,0.8574143702746502,0.14258562972534986,1495.76453249,1280.15400862,0.8101519136409999,0.189848086359,-12.465839999999993,-10.082563812833493,-13.5,-21.0
2402,1990-12-10,DET,OAK,31.0,38.0,1451.079,1555.75,0.44315566520879934,0.5568443347912007,1454.73074955,1557.335122,0.473364823485,0.526635176515,1.5868400000000022,0.7410221234133432,3.5,7.0
2403,1990-12-15,NYG,BUF,13.0,17.0,1670.674,1665.943,0.5990249160643784,0.4009750839356217,1662.09722664,1661.02596974,0.557925984016,0.442074015984,-2.789239999999999,-1.6173055866504475,-4.0,4.0
2404,1990-12-16,CLE,ATL,13.0,10.0,1343.146,1347.612,0.5862444991872152,0.4137555008127848,1347.62618061,1354.89891672,0.613360192562,0.386639807438,-2.4213599999999946,-3.206544332132399,-0.0,-3.0
2405,1990-12-16,DAL,ARI,41.0,10.0,1414.78,1418.475,0.5873206316181456,0.4126793683818544,1427.36525562,1434.49994609,0.586394119229,0.413605880771,-2.4522000000000026,-2.425646419010768,-4.5,-31.0
2406,1990-12-16,DEN,LAC,20.0,10.0,1436.118,1506.9370000000001,0.4916265687685924,0.5083734312314077,1424.92292893,1495.70526086,0.45290688937,0.54709311063,0.23275999999999894,1.312837102363777,-2.5,-10.0
2407,1990-12-16,DET,CHI,38.0,21.0,1432.975,1585.2420000000002,0.3769887492906014,0.6230112507093986,1435.20845151,1604.86051983,0.35025208169100003,0.649747918309,3.490680000000002,4.293826745739807,3.0,-17.0
2408,1990-12-16,KC,TEN,10.0,27.0,1604.9260000000002,1546.105,0.6710131539659852,0.32898684603401485,1608.68464022,1528.95565062,0.6850400874529999,0.31495991254699995,-4.952839999999996,-5.399371284191548,-3.5,17.0
2409,1990-12-16,OAK,CIN,24.0,7.0,1573.854,1492.399,0.6991098740848299,0.3008901259151701,1576.85742004,1491.42385099,0.719376945311,0.28062305468899995,-5.858200000000006,-6.541330681577965,-6.5,-17.0
2410,1990-12-16,MIA,SEA,24.0,17.0,1593.4460000000001,1520.505,0.6887007590937649,0.31129924090623506,1589.98826355,1513.37185289,0.711346322031,0.288653677969,-5.517639999999992,-6.267263916734642,-4.5,-7.0
2411,1990-12-16,NO,PIT,6.0,9.0,1527.4679999999998,1538.28,0.5773565756398892,0.4226434243601108,1538.60833861,1506.29462174,0.589950977928,0.410049022072,-2.1675200000000068,-2.527682318220476,-3.0,3.0
2412,1990-12-16,NYJ,IND,21.0,29.0,1364.9520000000002,1446.497,0.476207812791697,0.5237921872083029,1342.23533751,1424.42439769,0.519639126082,0.48036087391800003,0.6618000000000063,-0.5461474792002209,-3.5,8.0
2413,1990-12-16,PHI,GB,31.0,0.0,1585.3670000000002,1472.586,0.7356323460270451,0.2643676539729549,1573.34602911,1484.49278364,0.7632117368119999,0.23678826318799995,-7.111239999999999,-8.132557893874282,-10.0,-31.0
2414,1990-12-16,TB,MIN,26.0,13.0,1375.4129999999998,1566.983,0.3255030135357897,0.6744969864642103,1366.56124017,1592.88320702,0.35157088162100003,0.6484291183790001,5.062799999999998,4.253593776218381,6.5,-13.0
2415,1990-12-17,LAR,SF,10.0,26.0,1523.175,1728.59,0.30825421391419205,0.691745786085808,1518.37442803,1697.28237999,0.360045785946,0.639954214054,5.616599999999998,3.9966587360099077,6.0,16.0
2416,1990-12-22,GB,DET,17.0,24.0,1455.632,1470.477,0.5716816096838634,0.4283183903161366,1469.46836047,1474.69541895,0.47367437860399997,0.5263256213959999,-2.0061999999999993,0.7323938851323162,3.0,7.0
2417,1990-12-22,MIN,OAK,24.0,28.0,1529.2089999999998,1590.162,0.5058238377780052,0.4941761622219948,1556.92004892,1591.95710929,0.558979978427,0.441020021573,-0.16188000000000025,-1.647007142772394,1.0,4.0
2418,1990-12-23,ATL,LAR,20.0,13.0,1336.4479999999999,1506.756,0.3529261555954456,0.6470738444045544,1344.55586518,1498.85902052,0.358431590066,0.641568409934,4.21232,4.045387084856108,3.0,-7.0
2419,1990-12-23,BUF,MIA,24.0,14.0,1685.856,1605.629,0.6976207965104295,0.3023792034895705,1679.32115186,1601.19490758,0.609253066796,0.390746933204,-5.809080000000003,-3.0864343335358044,-3.5,-10.0
2420,1990-12-23,CHI,TB,27.0,14.0,1547.74,1413.1870000000001,0.7592769338003839,0.2407230661996161,1565.37355239,1402.52439826,0.743435949418,0.25656405058200005,-7.982120000000002,-7.392764070121797,-6.5,-13.0
2421,1990-12-23,CIN,TEN,40.0,20.0,1476.0910000000001,1587.2079999999999,0.4340193451228467,0.5659806548771533,1476.32416173,1571.14462875,0.376840409913,0.623159590087,1.8446800000000076,3.495069046929115,3.0,-20.0
2422,1990-12-23,NYJ,NE,42.0,7.0,1344.182,1266.088,0.6950244209394918,0.3049755790605082,1319.2574545,1260.8089625,0.627538020092,0.372461979908,-5.723760000000002,-3.624929530180266,-7.0,-35.0
2423,1990-12-23,PHI,DAL,17.0,3.0,1602.3210000000001,1442.61,0.7847458521467732,0.21525414785322686,1588.37045228,1455.26519221,0.7887493143179999,0.211250685682,-8.988439999999999,-9.154253879065243,-7.0,-14.0
2424,1990-12-23,ARI,NYG,21.0,24.0,1390.646,1650.761,0.24542334239456065,0.7545766576054393,1406.6000095000002,1643.80204451,0.290915091154,0.7090849088460001,7.804600000000001,6.190911868938123,6.5,3.0
2425,1990-12-23,PIT,CLE,35.0,0.0,1554.692,1354.31,0.8216639196845025,0.17833608031549752,1523.13526086,1357.96923216,0.78384075152,0.21615924848,-10.615280000000006,-8.951264267658138,-11.0,-35.0
2426,1990-12-23,LAC,KC,21.0,24.0,1482.4920000000002,1563.8229999999999,0.4765150951854521,0.5234849048145479,1469.07046726,1566.4956621,0.430385209594,0.569614790406,0.6532400000000039,1.9475827094352958,3.0,3.0
2427,1990-12-23,SF,NO,10.0,13.0,1745.009,1511.056,0.8482462450837125,0.1517537549162875,1716.79778749,1521.76769949,0.731536961146,0.268463038854,-11.958120000000001,-6.965628352532408,-9.0,3.0
2428,1990-12-23,SEA,DEN,17.0,12.0,1508.3229999999999,1460.5629999999999,0.6568073365471709,0.34319266345282906,1502.16520886,1451.55772253,0.61899695591,0.38100304409,-4.5104,-3.372161083209099,-5.0,-5.0
2429,1990-12-29,CHI,KC,10.0,21.0,1559.389,1576.9370000000001,0.5678674526148225,0.4321325473851775,1577.8658368,1578.17009964,0.5288848347089999,0.471115165291,-1.8980800000000004,-0.8037444753540841,1.5,11.0
2430,1990-12-29,ARI,PHI,21.0,23.0,1384.395,1612.899,0.280657066550666,0.7193429334493341,1399.06427873,1598.73393398,0.299305369355,0.7006946306449999,6.540159999999997,5.910628506604123,7.5,2.0
2431,1990-12-30,ATL,DAL,26.0,7.0,1364.7120000000002,1432.0320000000002,0.4966613012380498,0.5033386987619501,1372.5236320999998,1444.9017105,0.5226123805189999,0.477387619481,0.09279999999999848,-0.6289366710245768,-2.0,-19.0
2432,1990-12-30,CIN,CLE,21.0,14.0,1511.2920000000001,1342.905,0.7930622291942259,0.20693777080577413,1515.83798732,1343.90737387,0.779668284055,0.220331715945,-9.335479999999997,-8.781325620193789,-16.0,-7.0
2433,1990-12-30,DEN,GB,22.0,13.0,1448.864,1431.3010000000002,0.6166305306397533,0.3833694693602467,1438.4082925999999,1449.93139634,0.607922364421,0.39207763557899994,-3.3025200000000052,-3.0476168019878527,-7.0,-9.0
2434,1990-12-30,TEN,PIT,34.0,14.0,1552.007,1566.098,0.5727440687486921,0.42725593125130795,1531.63080315,1537.19711914,0.35040019397699995,0.6495998060229999,-2.0363600000000073,4.289304778121011,2.0,-20.0
2435,1990-12-30,OAK,LAC,17.0,12.0,1606.474,1469.378,0.7619423621452122,0.23805763785478784,1610.29315799,1457.39602971,0.805749305802,0.19425069419799998,-8.08384,-9.885397767873295,-10.5,-5.0
2436,1990-12-30,MIA,IND,23.0,17.0,1592.025,1492.1370000000002,0.7209485550176513,0.2790514449823487,1583.09048176,1477.20662351,0.736415806317,0.26358419368299996,-6.595520000000006,-7.1392598101970135,-8.0,-6.0
2437,1990-12-30,MIN,SF,17.0,20.0,1512.8970000000002,1717.7920000000001,0.3088928649223457,0.6911071350776543,1538.58400022,1694.77181312,0.36528193971199996,0.634718060288,5.595800000000001,3.839242489371393,4.0,3.0
2438,1990-12-30,NE,NYG,10.0,13.0,1245.565,1657.011,0.11980231785802024,0.8801976821419798,1235.17057745,1651.33777528,0.128795689563,0.871204310437,13.85784,13.283498989996133,14.0,3.0
2439,1990-12-30,SEA,DET,30.0,10.0,1520.021,1494.807,0.6269872324163341,0.37301276758366586,1515.31463878,1494.23238309,0.565181562489,0.434818437511,-3.6085599999999998,-1.8220805541285277,-3.0,-20.0
2440,1990-12-30,TB,NYJ,14.0,16.0,1401.5379999999998,1364.705,0.6424922856529718,0.3575077143470282,1390.03211386,1344.89583955,0.6588707368110001,0.34112926318900005,-4.073319999999999,-4.574099887026415,-3.5,2.0
2441,1990-12-31,NO,LAR,20.0,17.0,1538.273,1478.4920000000002,0.6722319335089462,0.32776806649105383,1543.79367386,1470.8912535999998,0.6726343793189999,0.32736562068099995,-4.991240000000001,-5.003935876517114,-6.5,-3.0
2442,1991-01-05,MIA,KC,17.0,16.0,1602.128,1605.781,0.5873792297581992,0.4126207702418008,1592.57892679,1604.69697061,0.543446534983,0.456553465017,-2.4538800000000003,-1.2106428931912383,-2.5,-1.0
2443,1991-01-06,CHI,NO,16.0,6.0,1530.545,1546.8729999999998,0.5695899983157807,0.4304100016842193,1551.33896583,1552.38182868,0.603060676507,0.396939323493,-1.9468800000000004,-2.9061901659655507,-6.5,-10.0
2444,1991-01-06,CIN,TEN,41.0,14.0,1519.0729999999999,1577.435,0.5095516877224332,0.4904483122775668,1524.16990238,1573.21198076,0.697838829423,0.302161170577,-0.26552000000000736,-5.816263626925408,-3.5,-27.0
2445,1991-01-12,BUF,MIA,44.0,34.0,1665.191,1607.693,0.6693297474573979,0.330670252542602,1668.35248877,1598.82221096,0.7554265678859999,0.244573432114,-4.899919999999999,-7.836527624837632,-7.0,-10.0
2446,1991-01-13,OAK,CIN,20.0,10.0,1614.287,1551.66,0.6758314401633048,0.32416855983669524,1616.55117942,1543.05872279,0.774643045602,0.225356954398,-5.105080000000003,-8.579690585832552,-6.0,-10.0
2447,1991-01-13,NYG,CHI,31.0,3.0,1659.881,1550.739,0.7315384208498928,0.26846157915010715,1654.44041078,1569.76676826,0.7728624518430001,0.22713754815700005,-6.965680000000004,-8.509012398582161,-7.0,-28.0
2448,1991-01-20,BUF,OAK,51.0,3.0,1680.213,1628.981,0.6612982846215919,0.3387017153784081,1679.12262229,1626.39872579,0.708043080975,0.291956919025,-4.649279999999999,-6.155854579792441,-7.0,-48.0
2449,1991-01-20,SF,NYG,13.0,15.0,1741.7179999999998,1676.634,0.6789223348747235,0.3210776651252765,1721.69640824,1668.38850918,0.655757206571,0.344242793429,-5.2033600000000035,-4.478051436660715,-8.0,2.0
2450,1991-09-01,BUF,MIA,35.0,31.0,1633.684,1563.4479999999999,0.6853526410861622,0.31464735891383777,1649.8472868,1545.31601721,0.718143645395,0.28185635460499997,-5.4094399999999965,-6.4989358597474975,-7.0,-4.0
2451,1991-09-01,CHI,MIN,10.0,6.0,1524.3239999999998,1504.8970000000002,0.6191638901947936,0.3808361098052064,1511.01303775,1532.16658109,0.54703334888,0.45296665111999995,-3.377080000000005,-1.311161185400474,-2.0,-4.0
2452,1991-09-01,CLE,DAL,14.0,26.0,1391.749,1436.2279999999998,0.5294977991167861,0.4705022008832141,1394.22010196,1466.48381605,0.47736385009900006,0.5226361499009999,-0.820840000000002,0.6295986927998329,2.5,12.0
2453,1991-09-01,DEN,CIN,45.0,14.0,1478.92,1526.3110000000001,0.525319711824968,0.4746802881750321,1475.22994572,1533.12915032,0.507514793355,0.492485206645,-0.7043600000000061,-0.20888825978121026,-2.0,-31.0
2454,1991-09-01,GB,PHI,3.0,20.0,1444.523,1557.521,0.4313614321051623,0.5686385678948378,1470.0344295999998,1581.93617663,0.422990828174,0.577009171826,1.9199200000000014,2.1576282555214252,2.0,17.0
2455,1991-09-01,TEN,OAK,47.0,17.0,1531.565,1570.961,0.5367805589298079,0.4632194410701921,1537.8207023,1576.25768615,0.562368671622,0.43763132837800006,-1.0241600000000028,-1.742603441726355,-2.5,-30.0
2456,1991-09-01,IND,NE,7.0,16.0,1489.69,1330.13,0.78459898634521,0.21540101365479006,1477.86515077,1330.50843155,0.764122442066,0.235877557934,-8.982399999999998,-8.167621314384586,-9.0,9.0
2457,1991-09-01,KC,ATL,14.0,3.0,1568.4779999999998,1431.601,0.7617136193458433,0.23828638065415675,1574.76748588,1449.45181563,0.751032973057,0.248967026943,-8.075079999999996,-7.672274741391059,-7.0,-11.0
2458,1991-09-01,LAR,ARI,14.0,24.0,1481.595,1420.77,0.6735547249489253,0.3264452750510747,1490.23179973,1393.38928432,0.7323725132100001,0.26762748679000004,-5.033000000000003,-6.995221129307615,-7.0,10.0
2459,1991-09-01,NO,SEA,27.0,24.0,1519.4520000000002,1529.56,0.5783451511988811,0.4216548488011189,1506.15422806,1507.77641008,0.596699280579,0.40330071942100004,-2.1956800000000034,-2.7220242802019943,-4.0,-3.0
2460,1991-09-01,NYJ,TB,16.0,13.0,1421.338,1426.1570000000002,0.5857515196053432,0.4142484803946568,1413.25476698,1416.49811156,0.575852558095,0.424147441905,-2.407240000000003,-2.1247111740842746,-2.5,-3.0
2461,1991-09-01,PIT,LAC,26.0,20.0,1528.78,1476.043,0.6632360349354941,0.3367639650645059,1511.20465367,1447.04066851,0.6897169983820001,0.31028300161800004,-4.709479999999998,-5.550607126843846,-6.0,-6.0
2462,1991-09-02,NYG,SF,16.0,14.0,1634.8120000000001,1652.2420000000002,0.5680341318976185,0.4319658681023815,1622.66854462,1625.92120809,0.616413009653,0.383586990347,-1.902799999999994,-3.2961268287629,-1.5,-2.0
2463,1991-09-08,ATL,MIN,19.0,20.0,1420.754,1493.0910000000001,0.4894427775256199,0.5105572224743802,1438.07086658,1517.80019981,0.462385550767,0.537614449233,0.2934800000000014,1.047466853294724,-1.5,1.0
2464,1991-09-08,BUF,PIT,52.0,34.0,1643.225,1541.221,0.723392476838962,0.27660752316103804,1658.29594631,1522.56382957,0.7697500765019999,0.23024992349800003,-6.680159999999995,-8.386403938656072,-7.0,-18.0
2465,1991-09-08,CIN,TEN,7.0,30.0,1493.67,1563.013,0.493750246101101,0.5062497538988989,1499.07351596,1567.29348079,0.450267320798,0.549732679202,0.17371999999999546,1.3868980234992712,-2.5,23.0
2466,1991-09-08,DET,GB,23.0,14.0,1463.51,1420.12,0.6511147893432758,0.3488852106567242,1443.97239821,1446.16759381,0.5718358023160001,0.4281641976840001,-4.335600000000005,-2.0105758919619494,-2.0,-9.0
2467,1991-09-08,KC,NO,10.0,17.0,1579.325,1530.858,0.6577241340758954,0.34227586592410464,1586.14843493,1517.0005974,0.684690232994,0.315309767006,-4.538680000000002,-5.388107346280651,-6.5,7.0
2468,1991-09-08,OAK,DEN,16.0,13.0,1539.513,1511.5610000000001,0.6306659309934317,0.3693340690065683,1546.78490766,1509.28558008,0.608271266911,0.39172873308899997,-3.718079999999999,-3.057789985142485,-4.0,-3.0
2469,1991-09-08,MIA,IND,17.0,6.0,1553.906,1449.45,0.7262078742693439,0.2737921257306561,1536.8673577,1439.07582402,0.732093936428,0.26790606357200003,-6.778239999999998,-6.9853482660452535,-8.0,-11.0
2470,1991-09-08,NE,CLE,0.0,20.0,1370.369,1364.3310000000001,0.6008307094933154,0.3991692905066846,1369.2977583,1369.90577752,0.572940079993,0.427059920007,-2.8415200000000005,-2.04192623974773,1.0,20.0
2471,1991-09-08,NYG,LAR,13.0,19.0,1644.102,1447.3329999999999,0.8185959114246641,0.18140408857533585,1630.79252071,1452.07567367,0.8034529945029999,0.196547005497,-10.470760000000006,-9.783904675789113,-7.0,6.0
2472,1991-09-08,PHI,ARI,10.0,26.0,1581.925,1455.0320000000002,0.7511256697648259,0.2488743302351741,1605.80301242,1431.54541038,0.733443973855,0.266556026145,-7.675720000000002,-7.033255030571765,-6.5,16.0
2473,1991-09-08,SF,LAC,34.0,14.0,1642.9520000000002,1463.6029999999998,0.8032268938503396,0.1967731061496604,1617.7972320000001,1435.68149261,0.796993973557,0.20300602644300006,-9.773959999999999,-9.50313771074977,-12.0,-20.0
2474,1991-09-08,SEA,NYJ,20.0,13.0,1518.154,1432.5179999999998,0.7041482683450699,0.29585173165492995,1496.93004073,1424.73738957,0.6815202723980001,0.31847972760200005,-6.025439999999993,-5.286351771187101,-5.0,-7.0
2475,1991-09-08,TB,CHI,20.0,21.0,1414.9779999999998,1536.129,0.4198884970064004,0.5801115029935997,1405.01548897,1525.37941903,0.40510929496299997,0.594890705037,2.2460399999999923,2.6698396060837606,3.5,1.0
2476,1991-09-15,CHI,NYG,20.0,17.0,1541.805,1607.941,0.4983651704098202,0.5016348295901798,1530.83005891,1595.61220008,0.502520415467,0.497479584533,0.04543999999999617,-0.07005515525362609,1.5,-3.0
2477,1991-09-15,CLE,CIN,14.0,13.0,1402.136,1462.348,0.5068900497212885,0.4931099502787115,1405.62108361,1470.89809076,0.507066262791,0.49293373720899997,-0.19151999999999833,-0.19641876951065304,3.5,-1.0
2478,1991-09-15,DAL,PHI,0.0,24.0,1455.185,1535.295,0.4782686610892861,0.5217313389107139,1481.12787675,1560.63279188,0.6008260151079999,0.399173984892,0.604400000000004,-2.841383989346821,-3.5,24.0
2479,1991-09-15,DEN,SEA,16.0,10.0,1501.736,1529.6689999999999,0.5531422286670038,0.4468577713329962,1498.78927496,1509.42466117,0.583349062969,0.41665093703100003,-1.4826800000000007,-2.3384982676004,-6.0,-6.0
