,date,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qbelo_prob1,qbelo_prob2,score1,score2,date_asdate,elo_spread,qb_spread,game_info
6340,1979-09-09,KC,CLE,1430.529,1500.8020000000001,0.4924121255877114,0.5075878744122886,1436.98699498,1495.62651774,0.480420294687,0.519579705313,24.0,27.0,1979-09-09,0.21091999999999567,0.544493343771298,09/09/1979 KC-CLE
6341,1979-09-09,PIT,TEN,1687.7820000000002,1577.1689999999999,0.7331981392632735,0.2668018607367265,1686.90615763,1583.21512564,0.736662152887,0.263337847113,38.0,7.0,1979-09-09,-7.0245199999999945,-7.148081234926093,09/09/1979 PIT-TEN
6342,1979-09-09,MIA,SEA,1581.531,1460.636,0.7446154837466006,0.2553845162533994,1567.87900633,1459.92210804,0.7343539320119999,0.26564606798799995,19.0,10.0,1979-09-09,-7.4358,-7.065632521492342,09/09/1979 MIA-SEA
6343,1979-09-09,SF,DAL,1367.871,1669.996,0.20342867433193407,0.7965713256680659,1374.91630503,1671.61999601,0.19552545892999998,0.8044745410699999,13.0,21.0,1979-09-09,9.485,9.828943852208795,09/09/1979 SF-DAL
6344,1979-09-09,NE,NYJ,1538.951,1469.634,0.6842107243635296,0.3157892756364704,1535.93433378,1474.80698789,0.642012781799,0.35798721820100005,56.0,3.0,1979-09-09,-5.372679999999998,-4.0588184624253465,09/09/1979 NE-NYJ
6345,1979-09-09,GB,NO,1452.49,1431.997,0.6206097887542612,0.3793902112457388,1453.52723773,1424.79455562,0.6112160441110001,0.3887839558890001,28.0,19.0,1979-09-09,-3.4197199999999977,-3.1437825810562394,09/09/1979 GB-NO
6346,1979-09-09,BUF,CIN,1414.8020000000001,1478.226,0.5022680307608501,0.4977319692391498,1415.31086837,1472.31878766,0.474937114234,0.525062885766,51.0,24.0,1979-09-09,-0.06303999999999364,0.6972033924906141,09/09/1979 BUF-CIN
6347,1979-09-09,IND,TB,1397.713,1416.381,0.5662846518880552,0.4337153481119448,1398.87164902,1415.44596612,0.53315073801,0.46684926198999993,26.0,29.0,1979-09-09,-1.8532799999999967,-0.9227734098489294,09/09/1979 IND-TB
6348,1979-09-09,LAC,OAK,1580.1870000000001,1570.549,0.6057902952386011,0.3942097047613991,1571.73503895,1581.43770861,0.585194837262,0.4148051627380001,30.0,10.0,1979-09-09,-2.9855199999999975,-2.3913013273189336,09/09/1979 LAC-OAK
6349,1979-09-10,PHI,ATL,1527.3139999999999,1495.2920000000001,0.6361062147042331,0.3638937852957669,1526.89949094,1486.60744649,0.624739349187,0.375260650813,10.0,14.0,1979-09-10,-3.8808800000000074,-3.541853334455859,09/10/1979 PHI-ATL
6350,1979-09-16,MIN,MIA,1485.057,1592.376,0.4393974708089173,0.5606025291910828,1486.69101608,1579.20322394,0.432023037704,0.5679769622959999,12.0,27.0,1979-09-16,1.6927599999999978,1.901181030328421,09/16/1979 MIN-MIA
6351,1979-09-16,GB,TB,1469.308,1432.4189999999999,0.6425663274766678,0.35743367252333225,1470.81384011,1430.38469175,0.6410369337430001,0.35896306625700003,10.0,21.0,1979-09-16,-4.075559999999998,-4.029332577754125,09/16/1979 GB-TB
6352,1979-09-16,CLE,IND,1514.422,1381.675,0.7573716501078992,0.2426283498921008,1508.86468648,1383.93292339,0.767867803627,0.232132196373,13.0,10.0,1979-09-16,-7.909880000000004,-8.312817241384671,09/16/1979 CLE-IND
6353,1979-09-16,NYJ,DET,1445.89,1439.112,0.6018519064411533,0.3981480935588467,1447.5060799,1455.70768038,0.659436681862,0.340563318138,31.0,10.0,1979-09-16,-2.8711200000000026,-4.591603728156946,09/16/1979 NYJ-DET
6354,1979-09-16,SEA,OAK,1449.7920000000001,1547.3329999999999,0.453306194041768,0.546693805958232,1448.59789043,1556.84822767,0.430703380694,0.5692966193060001,27.0,10.0,1979-09-16,1.3016400000000088,1.93856518656742,09/16/1979 SEA-OAK
6355,1979-09-16,ATL,DEN,1516.7120000000002,1569.985,0.5168701035889526,0.4831298964110474,1507.5603498,1573.22787991,0.523517637615,0.476482362385,17.0,20.0,1979-09-16,-0.4690800000000046,-0.6541518175985976,09/16/1979 ATL-DEN
6356,1979-09-16,LAC,BUF,1603.4029999999998,1447.9489999999998,0.7805775513617058,0.2194224486382942,1596.32451988,1450.58265681,0.780982809086,0.219017190914,27.0,19.0,1979-09-16,-8.81816,-8.834612318075656,09/16/1979 LAC-BUF
6357,1979-09-16,DAL,CHI,1678.066,1520.855,0.7823049405227464,0.21769505947725365,1679.3489917,1519.74429664,0.81733931001,0.18266068999,24.0,20.0,1979-09-16,-8.888440000000005,-10.41211668828348,09/16/1979 DAL-CHI
6358,1979-09-16,LAR,SF,1566.6870000000001,1359.8010000000002,0.8270841847937895,0.17291581520621047,1565.66527416,1367.18730934,0.812240333912,0.18775966608800002,27.0,24.0,1979-09-16,-10.87544,-10.177315959570356,09/16/1979 LAR-SF
6359,1979-09-16,CIN,NE,1445.079,1562.695,0.42485309540149496,0.5751469045985049,1437.04699922,1563.23524177,0.39762123600999993,0.60237876399,14.0,20.0,1979-09-16,2.10464,2.8864013126358596,09/16/1979 CIN-NE
6360,1979-09-16,NO,PHI,1415.1789999999999,1505.894,0.4630605673696827,0.5369394326303173,1407.50795324,1505.94658762,0.45516227720299995,0.544837722797,14.0,26.0,1979-09-16,1.0285999999999964,1.2496145204983156,09/16/1979 NO-PHI
6361,1979-09-16,TEN,KC,1560.0420000000001,1416.9089999999999,0.7681883670794574,0.23181163292054266,1566.33322347,1423.74882624,0.737951469615,0.262048530385,20.0,6.0,1979-09-16,-8.32531999999999,-7.194337176412825,09/16/1979 TEN-KC
6362,1979-09-16,ARI,PIT,1506.16,1704.908,0.3164974120844561,0.6835025879155439,1504.50370542,1703.7880598000002,0.30576704955899997,0.694232950441,21.0,24.0,1979-09-16,5.349919999999995,5.697832642487188,09/16/1979 ARI-PIT
6363,1979-09-17,WSH,NYG,1476.317,1397.4660000000001,0.6959473048878508,0.3040526951121492,1479.09299095,1392.09475647,0.7038962250540001,0.29610377494600004,27.0,0.0,1979-09-17,-5.754040000000004,-6.0170350718815975,09/17/1979 WSH-NYG
6364,1979-09-23,TB,LAR,1465.904,1570.953,0.4426187771774392,0.5573812228225609,1463.77175296,1570.33143038,0.42146003020000006,0.5785399698,21.0,6.0,1979-09-23,1.6019599999999972,2.2012315943219223,09/23/1979 TB-LAR
6365,1979-09-23,NYG,PHI,1378.4460000000001,1529.374,0.3788008001234449,0.6211991998765551,1373.62412647,1528.96902896,0.33359523646,0.66640476354,13.0,17.0,1979-09-23,3.437120000000003,4.808292036047793,09/23/1979 NYG-PHI
6366,1979-09-23,DEN,SEA,1584.392,1481.869,0.7239898847275921,0.27601011527240804,1587.85157678,1482.24876807,0.7183724858339999,0.281627514166,37.0,34.0,1979-09-23,-6.700920000000007,-6.5067937341107385,09/23/1979 DEN-SEA
6367,1979-09-23,KC,OAK,1405.4389999999999,1515.255,0.4358599318793541,0.5641400681206459,1410.62864021,1523.19735004,0.395776396771,0.6042236032289999,35.0,7.0,1979-09-23,1.7926399999999996,2.9399647384270975,09/23/1979 KC-OAK
6368,1979-09-23,SF,NO,1355.5339999999999,1391.6989999999998,0.5414018860136386,0.4585981139863614,1362.52115313,1384.4855119000001,0.56863649477,0.43136350523,21.0,30.0,1979-09-23,-1.1534000000000013,-1.919861271099239,09/23/1979 SF-NO
6369,1979-09-23,BUF,NYJ,1439.185,1469.727,0.5494270945562135,0.4505729054437865,1441.83614871,1467.51593298,0.551860610557,0.448139389443,46.0,31.0,1979-09-23,-1.3783199999999938,-1.4466604634551807,09/23/1979 BUF-NYJ
6370,1979-09-23,MIN,GB,1461.151,1435.8229999999999,0.6271406964954563,0.3728593035045437,1463.24118982,1437.42677889,0.586534665811,0.413465334189,27.0,21.0,1979-09-23,-3.6131199999999972,-2.429673311420595,09/23/1979 MIN-GB
6371,1979-09-23,PIT,IND,1713.181,1375.5020000000002,0.91035740329825,0.08964259670175001,1711.75018976,1378.05235346,0.9114829493909999,0.08851705060899995,17.0,13.0,1979-09-23,-16.107160000000007,-16.20354582671183,09/23/1979 PIT-IND
6372,1979-09-23,NE,LAC,1578.8429999999998,1612.1670000000001,0.5454595429839115,0.4545404570160885,1578.21849482,1605.07102797,0.565442479725,0.4345575202750001,27.0,21.0,1979-09-23,-1.2670400000000086,-1.8294585978271032,09/23/1979 NE-LAC
6373,1979-09-23,ARI,WSH,1497.888,1495.3370000000002,0.596006988721174,0.403993011278826,1496.54157546,1497.56362095,0.576145788792,0.423854211208,7.0,17.0,1979-09-23,-2.7020399999999984,-2.133054230439736,09/23/1979 ARI-WSH
6374,1979-09-23,MIA,CHI,1616.281,1514.49,0.7231470668731773,0.2768529331268227,1602.6530502,1514.48674658,0.6922022693100001,0.30779773069000005,31.0,16.0,1979-09-23,-6.6716399999999965,-5.631481682833073,09/23/1979 MIA-CHI
6375,1979-09-23,CIN,TEN,1428.93,1571.5120000000002,0.3901699515812552,0.6098300484187448,1422.06374617,1579.4534095000001,0.316900508,0.683099492,27.0,30.0,1979-09-23,3.1032799999999963,5.336976431791787,09/23/1979 CIN-TEN
6376,1979-09-23,DET,ATL,1415.276,1502.305,0.4683401349267177,0.5316598650732823,1435.6978273,1492.93665294,0.38712765542099997,0.612872344579,24.0,23.0,1979-09-23,0.8811599999999964,3.1922532358887334,09/23/1979 DET-ATL
6377,1979-09-24,CLE,DAL,1520.594,1684.43,0.3614801229616649,0.6385198770383351,1514.74525641,1684.60654175,0.325270194957,0.674729805043,26.0,7.0,1979-09-24,3.953439999999999,5.070169997004789,09/24/1979 CLE-DAL
6378,1979-09-30,SEA,KC,1474.7579999999998,1444.2220000000002,0.6341238568223126,0.36587614317768735,1474.97800191,1452.72708655,0.644529662023,0.355470337977,6.0,24.0,1979-09-30,-3.821440000000002,-4.135032668490438,09/30/1979 SEA-KC
6379,1979-09-30,ATL,WSH,1494.86,1524.826,0.5502477895018749,0.4497522104981251,1484.12063168,1525.88075232,0.5431183474600001,0.4568816525399999,7.0,16.0,1979-09-30,-1.4013599999999942,-1.20145209989877,09/30/1979 ATL-WSH
6380,1979-09-30,PHI,PIT,1541.109,1715.62,0.3474207536323609,0.6525792463676392,1539.15072097,1714.1563875999998,0.340528711466,0.6594712885339999,17.0,14.0,1979-09-30,4.380439999999997,4.592674516985298,09/30/1979 PHI-PIT
6381,1979-09-30,NYJ,MIA,1445.1270000000002,1630.5510000000002,0.33331798072415353,0.6666820192758465,1443.06772071,1618.69442691,0.35089212506800005,0.6491078749320001,33.0,27.0,1979-09-30,4.816959999999999,4.274292101869726,09/30/1979 NYJ-MIA
6382,1979-09-30,DET,MIN,1422.721,1475.09,0.5181694661484866,0.4818305338515134,1444.51384855,1478.90017425,0.48132089673600004,0.518679103264,10.0,13.0,1979-09-30,-0.5052400000000038,0.5194245468251079,09/30/1979 DET-MIN
6383,1979-09-30,IND,BUF,1373.0629999999999,1463.785,0.4630505485585424,0.5369494514414576,1375.64615562,1466.28436099,0.39037386431000004,0.60962613569,13.0,31.0,1979-09-30,1.0288800000000022,3.0973255021663406,09/30/1979 IND-BUF
6384,1979-09-30,DAL,CIN,1644.374,1418.481,0.8421768218438924,0.15782317815610758,1641.70876491,1413.77979879,0.846343312403,0.15365668759700002,38.0,13.0,1979-09-30,-11.635719999999997,-11.855921601155256,09/30/1979 DAL-CIN
6385,1979-09-30,NO,NYG,1416.963,1366.711,0.6600335751435603,0.3399664248564397,1411.25623656,1363.44243446,0.680805613728,0.31919438627200003,24.0,14.0,1979-09-30,-4.610079999999997,-5.263486134831676,09/30/1979 NO-NYG
6386,1979-09-30,CHI,TB,1500.22,1497.385,0.5964005668762633,0.4035994331237367,1498.44536987,1496.67588467,0.565714605828,0.434285394172,13.0,17.0,1979-09-30,-2.713399999999999,-1.8371546909729073,09/30/1979 CHI-TB
6387,1979-09-30,TEN,CLE,1581.9620000000002,1560.65,0.6217192104623939,0.3782807895376061,1587.73735688,1557.64303325,0.582033570886,0.417966429114,31.0,10.0,1979-09-30,-3.452479999999997,-2.300906144732905,09/30/1979 TEN-CLE
6388,1979-09-30,OAK,DEN,1476.473,1591.503,0.4284945915868628,0.5715054084131372,1481.0989037,1595.12234293,0.40444008469400006,0.5955599153059999,27.0,3.0,1979-09-30,2.001199999999998,2.6891402691495316,09/30/1979 OAK-DEN
6389,1979-09-30,LAR,ARI,1539.473,1468.399,0.6863919602033015,0.3136080397966985,1537.42729867,1468.22444409,0.67625739647,0.32374260352999995,21.0,0.0,1979-09-30,-5.442960000000002,-5.118594771120685,09/30/1979 LAR-ARI
6390,1979-09-30,LAC,SF,1594.729,1330.271,0.8694963226155401,0.1305036773844599,1588.50326247,1335.75042847,0.85016173984,0.14983826016,31.0,9.0,1979-09-30,-13.178320000000006,-12.062061355853803,09/30/1979 LAC-SF
6391,1979-10-01,GB,NE,1421.884,1596.2820000000002,0.3475682448793269,0.6524317551206731,1421.76779446,1594.78626032,0.341813571087,0.6581864289129999,27.0,14.0,1979-10-01,4.375919999999995,4.5529539483367865,10/01/1979 GB-NE
6392,1979-10-07,PHI,WSH,1560.15,1550.576,0.6057023115396117,0.39429768846038826,1558.44194664,1551.23848219,0.582586326893,0.417413673107,28.0,17.0,1979-10-07,-2.9829600000000034,-2.3166978661586892,10/07/1979 PHI-WSH
6393,1979-10-07,SF,SEA,1323.1529999999998,1435.72,0.4319701055205746,0.5680298944794254,1327.48677784,1435.15100568,0.44119273422399996,0.5588072657759999,24.0,35.0,1979-10-07,1.9026799999999993,1.6421390823728275,10/07/1979 SF-SEA
6394,1979-10-07,ATL,GB,1469.11,1458.122,0.6076445952874838,0.3923554047125162,1458.76290181,1458.40306882,0.573112251095,0.426887748905,25.0,7.0,1979-10-07,-3.0395199999999947,-2.0468160143794427,10/07/1979 ATL-GB
6395,1979-10-07,MIN,DAL,1489.54,1653.457,0.361372508285859,0.638627491714141,1492.16691552,1650.53253652,0.335614812269,0.6643851877310001,20.0,36.0,1979-10-07,3.956680000000006,4.745261141960808,10/07/1979 MIN-DAL
6396,1979-10-07,BUF,CHI,1490.7379999999998,1480.412,0.6067356858178841,0.393264314182116,1488.49138352,1479.84745502,0.636434915176,0.363565084824,0.0,7.0,1979-10-07,-3.0130400000000024,-3.890749254837425,10/07/1979 BUF-CHI
6397,1979-10-07,CLE,PIT,1538.148,1696.578,0.3686933819595175,0.6313066180404825,1532.46238362,1694.86516193,0.36010949803900005,0.639890501961,35.0,51.0,1979-10-07,3.737200000000001,3.9947374026337896,10/07/1979 CLE-PIT
6398,1979-10-07,IND,NYJ,1346.11,1472.575,0.4124561506263961,0.5875438493736039,1353.4391331,1469.61949214,0.38934567140500004,0.610654328595,10.0,8.0,1979-10-07,2.458600000000003,3.127361426910342,10/07/1979 IND-NYJ
6399,1979-10-07,DEN,LAC,1553.855,1601.846,0.52445838218589,0.47554161781411,1555.57311299,1596.76691311,0.505806349583,0.494193650417,7.0,0.0,1979-10-07,-0.6803600000000025,-0.16139385254132466,10/07/1979 DEN-LAC
6400,1979-10-07,NE,DET,1560.0439999999999,1408.271,0.7769267180569099,0.22307328194309006,1558.15098596,1431.24710728,0.795265046858,0.204734953142,24.0,17.0,1979-10-07,-8.670920000000006,-9.429118424432884,10/07/1979 NE-DET
6401,1979-10-07,NYG,TB,1351.219,1517.193,0.3586443137424631,0.6413556862575369,1348.99846775,1515.27379952,0.348572602354,0.651427397646,17.0,14.0,1979-10-07,4.038959999999998,4.345164341484743,10/07/1979 NYG-TB
6402,1979-10-07,CIN,KC,1409.398,1483.26,0.4872493218986298,0.5127506781013702,1404.95602717,1492.55408278,0.49274132922200004,0.507258670778,7.0,10.0,1979-10-07,0.3544800000000038,0.20176781775112848,10/07/1979 CIN-KC
6403,1979-10-07,NO,LAR,1432.455,1557.731,0.4141157918978113,0.5858842081021887,1425.70020327,1556.34119825,0.40172657604,0.59827342396,17.0,35.0,1979-10-07,2.411040000000001,2.7675063702290377,10/07/1979 NO-LAR
6404,1979-10-07,TEN,ARI,1604.465,1450.141,0.7794614000422586,0.2205385999577414,1612.91800651,1449.3105445,0.77296420883,0.22703579116999995,17.0,24.0,1979-10-07,-8.772959999999996,-8.513040923924889,10/07/1979 TEN-ARI
6405,1979-10-08,OAK,MIA,1514.121,1603.1029999999998,0.4655418362329847,0.5344581637670154,1520.64813364,1592.14265548,0.475803378535,0.524196621465,13.0,3.0,1979-10-08,0.9592799999999997,0.6730671362206838,10/08/1979 OAK-MIA
6406,1979-10-14,DAL,LAR,1673.0529999999999,1581.467,0.711233313085728,0.288766686914272,1668.5768905,1579.27707706,0.7044957081059999,0.295504291894,30.0,6.0,1979-10-14,-6.263439999999999,-6.037032939601108,10/14/1979 DAL-LAR
6407,1979-10-14,NYG,SF,1369.8570000000002,1302.139,0.6822185591554419,0.3177814408445581,1367.99800809,1305.96198965,0.641478351422,0.35852164857799995,32.0,16.0,1979-10-14,-5.3087200000000045,-4.042665914455136,10/14/1979 NYG-SF
6408,1979-10-14,KC,DEN,1496.715,1573.48,0.4830752724719629,0.5169247275280371,1506.18452122,1576.08842361,0.407262328364,0.592737671636,10.0,24.0,1979-10-14,0.4705999999999994,2.607812640021823,10/14/1979 KC-DEN
6409,1979-10-14,GB,DET,1435.7879999999998,1399.826,0.6413397969824832,0.3586602030175168,1433.83559191,1423.55646513,0.6675474574229999,0.332452542577,24.0,16.0,1979-10-14,-4.038480000000001,-4.84403979727788,10/14/1979 GB-DET
6410,1979-10-14,CIN,PIT,1395.943,1716.619,0.18667079155475547,0.8133292084452446,1391.32558874,1714.38443045,0.18148741172000002,0.8185125882800001,34.0,10.0,1979-10-14,10.227039999999997,10.466861696173615,10/14/1979 CIN-PIT
6411,1979-10-14,IND,TEN,1359.391,1568.4579999999999,0.3037896508646952,0.6962103491353048,1367.35098213,1577.32842462,0.30706138991,0.69293861009,16.0,28.0,1979-10-14,5.76268,5.655512787144475,10/14/1979 IND-TEN
6412,1979-10-14,OAK,ATL,1540.035,1491.444,0.6578848091571005,0.34211519084289954,1545.98126587,1483.33037871,0.653649501619,0.346350498381,50.0,19.0,1979-10-14,-4.543640000000005,-4.413265879724604,10/14/1979 OAK-ATL
6413,1979-10-14,CHI,NE,1506.54,1568.489,0.5043906290894535,0.4956093709105465,1507.54043021,1565.84162811,0.49721310724,0.50278689276,7.0,27.0,1979-10-14,-0.12203999999999886,0.07746205960885191,10/14/1979 CHI-NE
6414,1979-10-14,TB,NO,1498.556,1408.719,0.7091611419879529,0.2908388580120471,1496.27425917,1402.76432447,0.702489414849,0.29751058515100004,14.0,42.0,1979-10-14,-6.193479999999999,-5.970197800277563,10/14/1979 TB-NO
6415,1979-10-14,MIA,BUF,1577.1889999999999,1464.61,0.7354061446926002,0.26459385530739976,1566.80952325,1460.79840833,0.688986648156,0.31101335184400003,17.0,7.0,1979-10-14,-7.103160000000008,-5.526908353089272,10/14/1979 MIA-BUF
6416,1979-10-14,ARI,PHI,1486.1470000000002,1579.104,0.4598532540834738,0.5401467459165262,1484.9001264,1578.6545087000002,0.429621260657,0.570378739343,20.0,24.0,1979-10-14,1.118280000000004,1.969241021361406,10/14/1979 ARI-PHI
6417,1979-10-14,CLE,WSH,1518.1070000000002,1531.622,0.5735552571736267,0.42644474282637335,1512.9431150999999,1531.02592012,0.5583893586199999,0.44161064138,9.0,13.0,1979-10-14,-2.0593999999999952,-1.6303616526827112,10/14/1979 CLE-WSH
6418,1979-10-14,LAC,SEA,1582.221,1456.734,0.749609614768452,0.250390385231548,1576.25160249,1456.67579386,0.740052570937,0.25994742906299995,20.0,10.0,1979-10-14,-7.619480000000002,-7.270032722823249,10/14/1979 LAC-SEA
6419,1979-10-15,NYJ,MIN,1459.295,1469.944,0.5775855200167188,0.4224144799832812,1455.7076431,1474.12256155,0.561441567674,0.43855843232600006,14.0,7.0,1979-10-15,-2.174040000000006,-1.7164335641115143,10/15/1979 NYJ-MIN
6420,1979-10-21,NO,DET,1460.094,1384.757,0.691650035105447,0.30834996489455296,1453.51736447,1409.70924023,0.740081997204,0.259918002796,17.0,7.0,1979-10-21,-5.613479999999998,-7.271095659310003,10/21/1979 NO-DET
6421,1979-10-21,SEA,TEN,1445.682,1583.0839999999998,0.3972876641587108,0.6027123358412892,1445.16057779,1592.12916115,0.41853889506999997,0.58146110493,34.0,14.0,1979-10-21,2.896079999999999,2.284557532453632,10/21/1979 SEA-TEN
6422,1979-10-21,NE,MIA,1599.244,1588.93,0.6067192032746443,0.3932807967253557,1596.09053072,1580.84364807,0.629454725306,0.37054527469400006,28.0,13.0,1979-10-21,-3.012559999999992,-3.6819715000233795,10/21/1979 NE-MIA
6423,1979-10-21,MIN,CHI,1452.8,1475.785,0.5601714194499589,0.4398285805500412,1456.23237586,1477.2915275999999,0.5384856700330001,0.461514329967,30.0,27.0,1979-10-21,-1.6805999999999983,-1.0718233624033557,10/21/1979 MIN-CHI
6424,1979-10-21,BUF,IND,1452.868,1344.764,0.7303633276958563,0.2696366723041437,1446.76428351,1352.5502456,0.704005400726,0.295994599274,13.0,14.0,1979-10-21,-6.924160000000003,-6.020675261307223,10/21/1979 BUF-IND
6425,1979-10-21,KC,NYG,1470.69,1386.839,0.7020032041767559,0.2979967958232441,1484.76163543,1387.42109003,0.702890226539,0.297109773461,17.0,21.0,1979-10-21,-5.954040000000003,-5.983529062842828,10/21/1979 KC-NYG
6426,1979-10-21,NYJ,OAK,1476.4389999999999,1562.5839999999998,0.4696074139681152,0.5303925860318848,1473.59782879,1568.84197151,0.46600587504100005,0.533994124959,28.0,19.0,1979-10-21,0.8458000000000022,0.9463213910960065,10/21/1979 NYJ-OAK
6427,1979-10-21,TB,GB,1447.181,1450.858,0.5873457454098011,0.4126542545901989,1445.52121918,1447.68281681,0.545362404478,0.45463759552199995,21.0,3.0,1979-10-21,-2.4529200000000038,-1.2643175939875073,10/21/1979 TB-GB
6428,1979-10-21,WSH,PHI,1550.527,1593.72,0.5313416494942872,0.4686583505057128,1549.33906484,1592.18079588,0.52608625071,0.47391374929,17.0,7.0,1979-10-21,-0.8722800000000019,-0.7257222865374211,10/21/1979 WSH-PHI
