,schedule_date,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,home_favorite,fixed_spread,game_info
7640,09/23/2001,SEA,3.0,27.0,PHI,PHI,-2.5,37,-1,2.5,09/23/2001 SEA-PHI
7641,09/24/2001,GB,37.0,0.0,WAS,GB,-8.5,41,1,-8.5,09/24/2001 GB-WAS
7642,09/30/2001,ARI,14.0,34.0,ATL,ATL,-3.0,42,-1,3.0,09/30/2001 ARI-ATL
7643,09/30/2001,BUF,3.0,20.0,PIT,PIT,-3.0,36,-1,3.0,09/30/2001 BUF-PIT
7644,09/30/2001,CAR,7.0,28.0,GB,GB,-3.5,41,-1,3.5,09/30/2001 CAR-GB
7645,09/30/2001,DEN,13.0,20.0,BAL,DEN,-4.5,41,1,-4.5,09/30/2001 DEN-BAL
7646,09/30/2001,JAX,14.0,23.0,CLE,JAX,-8.5,35.5,1,-8.5,09/30/2001 JAX-CLE
7647,09/30/2001,MIN,20.0,16.0,TB,TB,-2.5,39,-1,2.5,09/30/2001 MIN-TB
7648,09/30/2001,NE,44.0,13.0,IND,IND,-11.5,45,-1,11.5,09/30/2001 NE-IND
7649,09/30/2001,NYG,21.0,13.0,NO,NYG,-3.0,37,1,-3.0,09/30/2001 NYG-NO
7650,09/30/2001,OAK,38.0,14.0,SEA,OAK,-10.5,39,1,-10.5,09/30/2001 OAK-SEA
7651,09/30/2001,PHI,40.0,18.0,DAL,PHI,-13.5,34.5,1,-13.5,09/30/2001 PHI-DAL
7652,09/30/2001,LAC,28.0,14.0,CIN,LAC,-6.5,39,1,-6.5,09/30/2001 LAC-CIN
7653,09/30/2001,LAR,42.0,10.0,MIA,LAR,-6.0,44,1,-6.0,09/30/2001 LAR-MIA
7654,09/30/2001,WAS,13.0,45.0,KC,KC,-3.0,35.5,-1,3.0,09/30/2001 WAS-KC
7655,10/01/2001,NYJ,17.0,19.0,SF,NYJ,-3.0,44.5,1,-3.0,10/01/2001 NYJ-SF
7656,10/07/2001,ATL,3.0,31.0,CHI,ATL,-3.5,39.5,1,-3.5,10/07/2001 ATL-CHI
7657,10/07/2001,BAL,26.0,7.0,TEN,BAL,-3.5,33.5,1,-3.5,10/07/2001 BAL-TEN
7658,10/07/2001,BUF,36.0,42.0,NYJ,NYJ,-4.5,36,-1,4.5,10/07/2001 BUF-NYJ
7659,10/07/2001,CLE,20.0,16.0,LAC,LAC,-3.0,35,-1,3.0,10/07/2001 CLE-LAC
7660,10/07/2001,DEN,20.0,6.0,KC,DEN,-10.0,48,1,-10.0,10/07/2001 DEN-KC
7661,10/07/2001,MIA,30.0,10.0,NE,MIA,-9.5,35,1,-9.5,10/07/2001 MIA-NE
7662,10/07/2001,NO,28.0,15.0,MIN,NO,-3.5,44,1,-3.5,10/07/2001 NO-MIN
7663,10/07/2001,NYG,23.0,9.0,WAS,NYG,-14.0,36,1,-14.0,10/07/2001 NYG-WAS
7664,10/07/2001,OAK,28.0,21.0,DAL,OAK,-18.0,41.5,1,-18.0,10/07/2001 OAK-DAL
7665,10/07/2001,PHI,20.0,21.0,ARI,PHI,-14.5,41,1,-14.5,10/07/2001 PHI-ARI
7666,10/07/2001,PIT,16.0,7.0,CIN,PIT,-5.0,35.5,1,-5.0,10/07/2001 PIT-CIN
7667,10/07/2001,SF,24.0,14.0,CAR,SF,-6.5,45,1,-6.5,10/07/2001 SF-CAR
7668,10/07/2001,SEA,24.0,15.0,JAX,JAX,-3.5,35,-1,3.5,10/07/2001 SEA-JAX
7669,10/07/2001,TB,14.0,10.0,GB,TB,-3.0,36.5,1,-3.0,10/07/2001 TB-GB
7670,10/08/2001,DET,0.0,35.0,LAR,LAR,-12.5,48.5,-1,12.5,10/08/2001 DET-LAR
7671,10/14/2001,ATL,31.0,37.0,SF,SF,-3.0,43.5,-1,3.0,10/14/2001 ATL-SF
7672,10/14/2001,CAR,25.0,27.0,NO,NO,-5.0,39.5,-1,5.0,10/14/2001 CAR-NO
7673,10/14/2001,CHI,20.0,13.0,ARI,CHI,-7.0,39.5,1,-7.0,10/14/2001 CHI-ARI
7674,10/14/2001,CIN,24.0,14.0,CLE,CIN,-1.5,35,1,-1.5,10/14/2001 CIN-CLE
7675,10/14/2001,GB,31.0,23.0,BAL,PICK,0.0,34,-1,-0.0,10/14/2001 GB-BAL
7676,10/14/2001,IND,18.0,23.0,OAK,IND,-3.5,52,1,-3.5,10/14/2001 IND-OAK
7677,10/14/2001,KC,17.0,20.0,PIT,KC,-2.5,36,1,-2.5,10/14/2001 KC-PIT
7678,10/14/2001,MIN,31.0,26.0,DET,MIN,-10.0,44,1,-10.0,10/14/2001 MIN-DET
7679,10/14/2001,NE,29.0,26.0,LAC,LAC,-3.0,36,-1,3.0,10/14/2001 NE-LAC
7680,10/14/2001,NYJ,21.0,17.0,MIA,MIA,-3.0,38,-1,3.0,10/14/2001 NYJ-MIA
7681,10/14/2001,SEA,34.0,21.0,DEN,DEN,-6.0,44,-1,6.0,10/14/2001 SEA-DEN
7682,10/14/2001,LAR,15.0,14.0,NYG,LAR,-10.5,45,1,-10.5,10/14/2001 LAR-NYG
7683,10/14/2001,TEN,31.0,28.0,TB,TEN,-3.0,33,1,-3.0,10/14/2001 TEN-TB
7684,10/15/2001,DAL,9.0,7.0,WAS,DAL,-3.0,37,1,-3.0,10/15/2001 DAL-WAS
7685,10/18/2001,JAX,10.0,13.0,BUF,JAX,-9.0,38.5,1,-9.0,10/18/2001 JAX-BUF
7686,10/21/2001,ARI,24.0,16.0,KC,KC,-2.0,41,-1,2.0,10/21/2001 ARI-KC
7687,10/21/2001,CIN,0.0,24.0,CHI,CIN,-1.0,36,1,-1.0,10/21/2001 CIN-CHI
7688,10/21/2001,CLE,24.0,14.0,BAL,BAL,-7.5,33,-1,7.5,10/21/2001 CLE-BAL
7689,10/21/2001,DET,24.0,27.0,TEN,TEN,-5.5,38.5,-1,5.5,10/21/2001 DET-TEN
7690,10/21/2001,IND,17.0,38.0,NE,IND,-10.5,48,1,-10.5,10/21/2001 IND-NE
7691,10/21/2001,MIN,35.0,13.0,GB,GB,-3.0,47.5,-1,3.0,10/21/2001 MIN-GB
7692,10/21/2001,NO,13.0,20.0,ATL,NO,-8.0,42,1,-8.0,10/21/2001 NO-ATL
7693,10/21/2001,NYJ,14.0,34.0,LAR,LAR,-7.0,46.5,-1,7.0,10/21/2001 NYJ-LAR
7694,10/21/2001,LAC,27.0,10.0,DEN,DEN,-2.5,43.5,-1,2.5,10/21/2001 LAC-DEN
7695,10/21/2001,TB,10.0,17.0,PIT,TB,-5.0,33.5,1,-5.0,10/21/2001 TB-PIT
7696,10/21/2001,WAS,17.0,14.0,CAR,CAR,-3.5,36,-1,3.5,10/21/2001 WAS-CAR
7697,10/22/2001,NYG,9.0,10.0,PHI,NYG,-3.0,35.5,1,-3.0,10/22/2001 NYG-PHI
7698,10/25/2001,KC,28.0,35.0,IND,IND,-3.0,47.5,-1,3.0,10/25/2001 KC-IND
7699,10/28/2001,BAL,18.0,17.0,JAX,BAL,-7.5,33,1,-7.5,10/28/2001 BAL-JAX
7700,10/28/2001,CAR,12.0,13.0,NYJ,NYJ,-2.5,39,-1,2.5,10/28/2001 CAR-NYJ
7701,10/28/2001,CHI,37.0,31.0,SF,CHI,-2.0,39,1,-2.0,10/28/2001 CHI-SF
7702,10/28/2001,DAL,17.0,3.0,ARI,ARI,-3.0,38,-1,3.0,10/28/2001 DAL-ARI
7703,10/28/2001,DEN,31.0,20.0,NE,DEN,-7.0,43,1,-7.0,10/28/2001 DEN-NE
7704,10/28/2001,DET,27.0,31.0,CIN,DET,-3.0,39.5,1,-3.0,10/28/2001 DET-CIN
7705,10/28/2001,PHI,10.0,20.0,OAK,PHI,-1.0,39,1,-1.0,10/28/2001 PHI-OAK
7706,10/28/2001,LAC,27.0,24.0,BUF,LAC,-7.5,39,1,-7.5,10/28/2001 LAC-BUF
7707,10/28/2001,SEA,20.0,24.0,MIA,MIA,-2.5,36.5,-1,2.5,10/28/2001 SEA-MIA
7708,10/28/2001,LAR,31.0,34.0,NO,LAR,-12.0,48.5,1,-12.0,10/28/2001 LAR-NO
7709,10/28/2001,TB,41.0,14.0,MIN,TB,-3.0,38.5,1,-3.0,10/28/2001 TB-MIN
7710,10/28/2001,WAS,35.0,21.0,NYG,NYG,-7.5,33.5,-1,7.5,10/28/2001 WAS-NYG
7711,10/29/2001,PIT,34.0,7.0,TEN,PIT,-3.0,36,1,-3.0,10/29/2001 PIT-TEN
7712,11/04/2001,ARI,7.0,21.0,PHI,PHI,-7.0,39.5,-1,7.0,11/04/2001 ARI-PHI
7713,11/04/2001,ATL,10.0,24.0,NE,ATL,-3.0,42.5,1,-3.0,11/04/2001 ATL-NE
7714,11/04/2001,BUF,14.0,30.0,IND,IND,-3.0,44.5,-1,3.0,11/04/2001 BUF-IND
7715,11/04/2001,CHI,27.0,21.0,CLE,CHI,-4.5,34,1,-4.5,11/04/2001 CHI-CLE
7716,11/04/2001,GB,21.0,20.0,TB,GB,-5.0,37,1,-5.0,11/04/2001 GB-TB
7717,11/04/2001,MIA,23.0,6.0,CAR,MIA,-10.0,34.5,1,-10.0,11/04/2001 MIA-CAR
7718,11/04/2001,NO,9.0,16.0,NYJ,NO,-6.5,42.5,1,-6.5,11/04/2001 NO-NYJ
7719,11/04/2001,NYG,27.0,24.0,DAL,NYG,-10.5,35.5,1,-10.5,11/04/2001 NYG-DAL
7720,11/04/2001,PIT,10.0,13.0,BAL,PIT,-2.0,33,1,-2.0,11/04/2001 PIT-BAL
7721,11/04/2001,LAC,20.0,25.0,KC,LAC,-5.5,41,1,-5.5,11/04/2001 LAC-KC
7722,11/04/2001,SF,21.0,13.0,DET,SF,-8.5,47,1,-8.5,11/04/2001 SF-DET
7723,11/04/2001,TEN,28.0,24.0,JAX,TEN,-3.0,37.5,1,-3.0,11/04/2001 TEN-JAX
7724,11/04/2001,WAS,27.0,14.0,SEA,SEA,-2.5,37,-1,2.5,11/04/2001 WAS-SEA
7725,11/05/2001,OAK,38.0,28.0,DEN,OAK,-5.5,45.5,1,-5.5,11/05/2001 OAK-DEN
7726,11/11/2001,ARI,10.0,17.0,NYG,NYG,-5.5,37.5,-1,5.5,11/11/2001 ARI-NYG
7727,11/11/2001,ATL,20.0,13.0,DAL,ATL,-6.0,37,1,-6.0,11/11/2001 ATL-DAL
7728,11/11/2001,CHI,12.0,20.0,GB,GB,-2.5,37.5,-1,2.5,11/11/2001 CHI-GB
7729,11/11/2001,CLE,12.0,15.0,PIT,PIT,-3.0,33,-1,3.0,11/11/2001 CLE-PIT
7730,11/11/2001,DEN,26.0,16.0,LAC,DEN,-5.5,45,1,-5.5,11/11/2001 DEN-LAC
7731,11/11/2001,DET,17.0,20.0,TB,TB,-5.0,40,-1,5.0,11/11/2001 DET-TB
7732,11/11/2001,IND,24.0,27.0,MIA,IND,-3.0,44,1,-3.0,11/11/2001 IND-MIA
7733,11/11/2001,JAX,30.0,13.0,CIN,JAX,-4.0,39.5,1,-4.0,11/11/2001 JAX-CIN
7734,11/11/2001,NE,21.0,11.0,BUF,NE,-6.0,40,1,-6.0,11/11/2001 NE-BUF
7735,11/11/2001,NYJ,27.0,7.0,KC,NYJ,-4.5,40.5,1,-4.5,11/11/2001 NYJ-KC
7736,11/11/2001,PHI,48.0,17.0,MIN,PHI,-4.5,41,1,-4.5,11/11/2001 PHI-MIN
7737,11/11/2001,SF,28.0,27.0,NO,SF,-3.0,45,1,-3.0,11/11/2001 SF-NO
7738,11/11/2001,SEA,34.0,27.0,OAK,OAK,-6.0,43.5,-1,6.0,11/11/2001 SEA-OAK
7739,11/11/2001,LAR,48.0,14.0,CAR,LAR,-18.0,47,1,-18.0,11/11/2001 LAR-CAR
7740,11/12/2001,TEN,10.0,16.0,BAL,BAL,-1.5,35,-1,1.5,11/12/2001 TEN-BAL
7741,11/18/2001,ARI,45.0,38.0,DET,ARI,-2.0,39.5,1,-2.0,11/18/2001 ARI-DET
7742,11/18/2001,BAL,17.0,27.0,CLE,BAL,-8.0,33,1,-8.0,11/18/2001 BAL-CLE
7743,11/18/2001,BUF,20.0,23.0,SEA,SEA,-3.5,39,-1,3.5,11/18/2001 BUF-SEA
7744,11/18/2001,CAR,22.0,25.0,SF,SF,-7.0,43,-1,7.0,11/18/2001 CAR-SF
7745,11/18/2001,CIN,7.0,20.0,TEN,CIN,-1.5,39.5,1,-1.5,11/18/2001 CIN-TEN
7746,11/18/2001,DAL,3.0,36.0,PHI,PHI,-7.0,37,-1,7.0,11/18/2001 DAL-PHI
7747,11/18/2001,DEN,10.0,17.0,WAS,DEN,-8.5,43,1,-8.5,11/18/2001 DEN-WAS
7748,11/18/2001,GB,20.0,23.0,ATL,GB,-10.0,39.5,1,-10.0,11/18/2001 GB-ATL
7749,11/18/2001,MIA,0.0,24.0,NYJ,MIA,-5.5,37.5,1,-5.5,11/18/2001 MIA-NYJ
7750,11/18/2001,NE,17.0,24.0,LAR,LAR,-8.5,46.5,-1,8.5,11/18/2001 NE-LAR
7751,11/18/2001,NO,34.0,20.0,IND,NO,-5.5,47.5,1,-5.5,11/18/2001 NO-IND
7752,11/18/2001,OAK,34.0,24.0,LAC,OAK,-9.0,45,1,-9.0,11/18/2001 OAK-LAC
7753,11/18/2001,PIT,20.0,7.0,JAX,PIT,-5.5,36,1,-5.5,11/18/2001 PIT-JAX
7754,11/18/2001,TB,24.0,27.0,CHI,TB,-5.0,35,1,-5.0,11/18/2001 TB-CHI
7755,11/19/2001,MIN,28.0,16.0,NYG,MIN,-2.0,44,1,-2.0,11/19/2001 MIN-NYG
7756,11/22/2001,DAL,24.0,26.0,DEN,DEN,-7.0,40.5,-1,7.0,11/22/2001 DAL-DEN
7757,11/22/2001,DET,27.0,29.0,GB,GB,-7.0,47,-1,7.0,11/22/2001 DET-GB
7758,11/25/2001,BUF,27.0,34.0,MIA,MIA,-5.0,36,-1,5.0,11/25/2001 BUF-MIA
7759,11/25/2001,CAR,7.0,10.0,ATL,ATL,-3.0,40,-1,3.0,11/25/2001 CAR-ATL
7760,11/25/2001,CLE,18.0,0.0,CIN,CLE,-6.0,35.5,1,-6.0,11/25/2001 CLE-CIN
7761,11/25/2001,IND,21.0,40.0,SF,IND,-2.5,52.5,1,-2.5,11/25/2001 IND-SF
7762,11/25/2001,JAX,21.0,24.0,BAL,BAL,-3.0,34,-1,3.0,11/25/2001 JAX-BAL
7763,11/25/2001,KC,19.0,7.0,SEA,KC,-1.5,41,1,-1.5,11/25/2001 KC-SEA
7764,11/25/2001,MIN,6.0,13.0,CHI,MIN,-3.0,45,1,-3.0,11/25/2001 MIN-CHI
7765,11/25/2001,NE,34.0,17.0,NO,PICK,0.0,42,-1,-0.0,11/25/2001 NE-NO
7766,11/25/2001,NYG,10.0,28.0,OAK,OAK,-2.5,39,-1,2.5,11/25/2001 NYG-OAK
7767,11/25/2001,PHI,3.0,13.0,WAS,PHI,-8.0,37.5,1,-8.0,11/25/2001 PHI-WAS
7768,11/25/2001,LAC,17.0,20.0,ARI,LAC,-7.0,44,1,-7.0,11/25/2001 LAC-ARI
7769,11/25/2001,TEN,24.0,34.0,PIT,TEN,-2.0,34.5,1,-2.0,11/25/2001 TEN-PIT
7770,11/26/2001,LAR,17.0,24.0,TB,LAR,-9.5,46,1,-9.5,11/26/2001 LAR-TB
7771,11/29/2001,KC,10.0,23.0,PHI,PHI,-3.0,37,-1,3.0,11/29/2001 KC-PHI
7772,12/02/2001,ATL,6.0,35.0,LAR,LAR,-8.0,47,-1,8.0,12/02/2001 ATL-LAR
7773,12/02/2001,BAL,39.0,27.0,IND,BAL,-7.0,43,1,-7.0,12/02/2001 BAL-IND
7774,12/02/2001,CHI,13.0,10.0,DET,CHI,-7.0,38,1,-7.0,12/02/2001 CHI-DET
7775,12/02/2001,CIN,13.0,16.0,TB,TB,-5.0,35,-1,5.0,12/02/2001 CIN-TB
7776,12/02/2001,CLE,15.0,31.0,TEN,CLE,-1.5,35.5,1,-1.5,12/02/2001 CLE-TEN
7777,12/02/2001,MIA,21.0,10.0,DEN,MIA,-3.0,39.5,1,-3.0,12/02/2001 MIA-DEN
7778,12/02/2001,NO,27.0,23.0,CAR,NO,-10.0,41,1,-10.0,12/02/2001 NO-CAR
7779,12/02/2001,NYJ,16.0,17.0,NE,NYJ,-3.0,38,1,-3.0,12/02/2001 NYJ-NE
7780,12/02/2001,OAK,31.0,34.0,ARI,OAK,-13.0,44,1,-13.0,12/02/2001 OAK-ARI
7781,12/02/2001,PIT,21.0,16.0,MIN,PIT,-7.0,41,1,-7.0,12/02/2001 PIT-MIN
7782,12/02/2001,SF,35.0,0.0,BUF,SF,-8.5,44.5,1,-8.5,12/02/2001 SF-BUF
7783,12/02/2001,SEA,13.0,10.0,LAC,SEA,-3.0,43,1,-3.0,12/02/2001 SEA-LAC
7784,12/02/2001,WAS,14.0,20.0,DAL,WAS,-8.5,35.5,1,-8.5,12/02/2001 WAS-DAL
7785,12/03/2001,JAX,21.0,28.0,GB,GB,-3.0,43,-1,3.0,12/03/2001 JAX-GB
7786,12/09/2001,ARI,10.0,20.0,WAS,ARI,-2.0,38.5,1,-2.0,12/09/2001 ARI-WAS
7787,12/09/2001,ATL,10.0,28.0,NO,NO,-3.0,39,-1,3.0,12/09/2001 ATL-NO
7788,12/09/2001,BUF,25.0,24.0,CAR,BUF,-3.5,36.5,1,-3.5,12/09/2001 BUF-CAR
7789,12/09/2001,CIN,10.0,14.0,JAX,CIN,-1.0,36.5,1,-1.0,12/09/2001 CIN-JAX
7790,12/09/2001,DAL,20.0,13.0,NYG,NYG,-3.5,35.5,-1,3.5,12/09/2001 DAL-NYG
7791,12/09/2001,DEN,20.0,7.0,SEA,DEN,-6.0,41,1,-6.0,12/09/2001 DEN-SEA
7792,12/09/2001,GB,17.0,7.0,CHI,GB,-5.5,37.5,1,-5.5,12/09/2001 GB-CHI
7793,12/09/2001,MIN,42.0,24.0,TEN,TEN,-2.5,42.5,-1,2.5,12/09/2001 MIN-TEN
7794,12/09/2001,NE,27.0,16.0,CLE,NE,-5.0,36.5,1,-5.0,12/09/2001 NE-CLE
7795,12/09/2001,OAK,28.0,26.0,KC,OAK,-9.0,44.5,1,-9.0,12/09/2001 OAK-KC
7796,12/09/2001,PHI,24.0,14.0,LAC,PHI,-7.0,37.5,1,-7.0,12/09/2001 PHI-LAC
7797,12/09/2001,PIT,18.0,7.0,NYJ,PIT,-3.5,34.5,1,-3.5,12/09/2001 PIT-NYJ
7798,12/09/2001,LAR,27.0,14.0,SF,LAR,-7.0,55,1,-7.0,12/09/2001 LAR-SF
7799,12/09/2001,TB,15.0,12.0,DET,TB,-8.0,36.5,1,-8.0,12/09/2001 TB-DET
7800,12/10/2001,MIA,41.0,6.0,IND,MIA,-5.0,45,1,-5.0,12/10/2001 MIA-IND
7801,12/15/2001,NYG,17.0,13.0,ARI,NYG,-5.0,37.5,1,-5.0,12/15/2001 NYG-ARI
7802,12/15/2001,LAC,6.0,13.0,OAK,OAK,-4.0,46.5,-1,4.0,12/15/2001 LAC-OAK
7803,12/16/2001,BAL,21.0,26.0,PIT,BAL,-3.0,33.5,1,-3.0,12/16/2001 BAL-PIT
7804,12/16/2001,BUF,9.0,12.0,NE,NE,-4.0,38,-1,4.0,12/16/2001 BUF-NE
7805,12/16/2001,CHI,27.0,3.0,TB,CHI,-2.5,33,1,-2.5,12/16/2001 CHI-TB
7806,12/16/2001,CLE,10.0,15.0,JAX,CLE,-2.0,36.5,1,-2.0,12/16/2001 CLE-JAX
7807,12/16/2001,DET,27.0,24.0,MIN,MIN,-3.0,46.5,-1,3.0,12/16/2001 DET-MIN
7808,12/16/2001,IND,41.0,27.0,ATL,IND,-4.0,46.5,1,-4.0,12/16/2001 IND-ATL
7809,12/16/2001,KC,26.0,23.0,DEN,DEN,-2.5,37.5,-1,2.5,12/16/2001 KC-DEN
7810,12/16/2001,NYJ,15.0,14.0,CIN,NYJ,-8.5,35,1,-8.5,12/16/2001 NYJ-CIN
7811,12/16/2001,SF,21.0,0.0,MIA,SF,-3.5,43,1,-3.5,12/16/2001 SF-MIA
7812,12/16/2001,SEA,29.0,3.0,DAL,SEA,-5.5,36.5,1,-5.5,12/16/2001 SEA-DAL
7813,12/16/2001,TEN,26.0,20.0,GB,GB,-2.5,42.5,-1,2.5,12/16/2001 TEN-GB
7814,12/16/2001,WAS,6.0,20.0,PHI,PHI,-2.5,34.5,-1,2.5,12/16/2001 WAS-PHI
7815,12/17/2001,NO,21.0,34.0,LAR,LAR,-6.0,51,-1,6.0,12/17/2001 NO-LAR
7816,12/22/2001,NE,20.0,13.0,MIA,NE,-3.0,37,1,-3.0,12/22/2001 NE-MIA
7817,12/22/2001,OAK,10.0,13.0,TEN,OAK,-6.0,45.5,1,-6.0,12/22/2001 OAK-TEN
7818,12/22/2001,SF,13.0,3.0,PHI,SF,-3.0,40,1,-3.0,12/22/2001 SF-PHI
7819,12/23/2001,ARI,17.0,10.0,DAL,ARI,-3.5,37,1,-3.5,12/23/2001 ARI-DAL
7820,12/23/2001,ATL,33.0,30.0,BUF,ATL,-4.0,41,1,-4.0,12/23/2001 ATL-BUF
7821,12/23/2001,BAL,16.0,0.0,CIN,BAL,-10.5,33.5,1,-10.5,12/23/2001 BAL-CIN
7822,12/23/2001,CAR,32.0,38.0,LAR,LAR,-12.5,46.5,-1,12.5,12/23/2001 CAR-LAR
7823,12/23/2001,GB,30.0,7.0,CLE,GB,-7.5,37,1,-7.5,12/23/2001 GB-CLE
7824,12/23/2001,IND,28.0,29.0,NYJ,IND,-1.0,47,1,-1.0,12/23/2001 IND-NYJ
7825,12/23/2001,KC,20.0,17.0,LAC,KC,-3.5,40,1,-3.5,12/23/2001 KC-LAC
7826,12/23/2001,MIN,3.0,33.0,JAX,MIN,-2.5,45.5,1,-2.5,12/23/2001 MIN-JAX
7827,12/23/2001,NYG,27.0,24.0,SEA,NYG,-3.0,34,1,-3.0,12/23/2001 NYG-SEA
7828,12/23/2001,PIT,47.0,14.0,DET,PIT,-10.0,36,1,-10.0,12/23/2001 PIT-DET
7829,12/23/2001,TB,48.0,21.0,NO,TB,-2.5,38,1,-2.5,12/23/2001 TB-NO
7830,12/23/2001,WAS,15.0,20.0,CHI,WAS,-1.0,33,1,-1.0,12/23/2001 WAS-CHI
7831,12/29/2001,TB,22.0,10.0,BAL,TB,-1.5,34,1,-1.5,12/29/2001 TB-BAL
7832,12/30/2001,CAR,7.0,30.0,ARI,CAR,-1.0,39.5,1,-1.0,12/30/2001 CAR-ARI
7833,12/30/2001,CIN,26.0,23.0,PIT,PIT,-8.0,33.5,-1,8.0,12/30/2001 CIN-PIT
7834,12/30/2001,DAL,27.0,21.0,SF,SF,-6.5,39.5,-1,6.5,12/30/2001 DAL-SF
7835,12/30/2001,DEN,23.0,17.0,OAK,DEN,-1.0,41,1,-1.0,12/30/2001 DEN-OAK
7836,12/30/2001,DET,0.0,24.0,CHI,CHI,-5.5,38.5,-1,5.5,12/30/2001 DET-CHI
7837,12/30/2001,GB,24.0,13.0,MIN,GB,-12.0,40,1,-12.0,12/30/2001 GB-MIN
7838,12/30/2001,JAX,26.0,30.0,KC,JAX,-4.5,40,1,-4.5,12/30/2001 JAX-KC
7839,12/30/2001,MIA,21.0,14.0,ATL,MIA,-7.0,38.5,1,-7.0,12/30/2001 MIA-ATL
7840,12/30/2001,NO,10.0,40.0,WAS,NO,-5.0,39.5,1,-5.0,12/30/2001 NO-WAS
7841,12/30/2001,NYJ,9.0,14.0,BUF,NYJ,-7.0,37,1,-7.0,12/30/2001 NYJ-BUF
7842,12/30/2001,PHI,24.0,21.0,NYG,PHI,-5.0,34.5,1,-5.0,12/30/2001 PHI-NYG
7843,12/30/2001,LAC,22.0,25.0,SEA,LAC,-1.5,39,1,-1.5,12/30/2001 LAC-SEA
7844,12/30/2001,LAR,42.0,17.0,IND,LAR,-13.0,58.5,1,-13.0,12/30/2001 LAR-IND
7845,12/30/2001,TEN,38.0,41.0,CLE,TEN,-5.0,37.5,1,-5.0,12/30/2001 TEN-CLE
7846,01/06/2002,CAR,6.0,38.0,NE,NE,-6.5,36,-1,6.5,01/06/2002 CAR-NE
7847,01/06/2002,CHI,33.0,13.0,JAX,CHI,-6.0,33.5,1,-6.0,01/06/2002 CHI-JAX
7848,01/06/2002,DET,15.0,10.0,DAL,DAL,-3.0,36,-1,3.0,01/06/2002 DET-DAL
7849,01/06/2002,IND,29.0,10.0,DEN,IND,-2.0,51,1,-2.0,01/06/2002 IND-DEN
7850,01/06/2002,MIA,34.0,7.0,BUF,MIA,-6.5,36.5,1,-6.5,01/06/2002 MIA-BUF
7851,01/06/2002,NO,0.0,38.0,SF,SF,-2.5,46.5,-1,2.5,01/06/2002 NO-SF
7852,01/06/2002,NYG,25.0,34.0,GB,GB,-3.0,36.5,-1,3.0,01/06/2002 NYG-GB
7853,01/06/2002,OAK,22.0,24.0,NYJ,OAK,-4.5,41.5,1,-4.5,01/06/2002 OAK-NYJ
7854,01/06/2002,PIT,28.0,7.0,CLE,PIT,-7.0,34.5,1,-7.0,01/06/2002 PIT-CLE
7855,01/06/2002,SEA,21.0,18.0,KC,SEA,-3.5,40,1,-3.5,01/06/2002 SEA-KC
7856,01/06/2002,LAR,31.0,13.0,ATL,LAR,-14.5,48,1,-14.5,01/06/2002 LAR-ATL
7857,01/06/2002,TB,13.0,17.0,PHI,TB,-3.0,33,1,-3.0,01/06/2002 TB-PHI
7858,01/06/2002,TEN,21.0,23.0,CIN,TEN,-5.5,37.5,1,-5.5,01/06/2002 TEN-CIN
7859,01/06/2002,WAS,20.0,17.0,ARI,WAS,-3.5,36.5,1,-3.5,01/06/2002 WAS-ARI
7860,01/07/2002,BAL,19.0,3.0,MIN,BAL,-10.0,37.5,1,-10.0,01/07/2002 BAL-MIN
7861,01/12/2002,OAK,38.0,24.0,NYJ,OAK,-4.5,42,1,-4.5,01/12/2002 OAK-NYJ
7862,01/12/2002,PHI,31.0,9.0,TB,PHI,-3.5,33,1,-3.5,01/12/2002 PHI-TB
7863,01/13/2002,GB,25.0,15.0,SF,GB,-3.5,39,1,-3.5,01/13/2002 GB-SF
7864,01/13/2002,MIA,3.0,20.0,BAL,MIA,-2.5,33,1,-2.5,01/13/2002 MIA-BAL
7865,01/19/2002,CHI,19.0,33.0,PHI,CHI,-3.0,32.5,1,-3.0,01/19/2002 CHI-PHI
7866,01/19/2002,NE,16.0,13.0,OAK,NE,-3.0,41.5,1,-3.0,01/19/2002 NE-OAK
7867,01/20/2002,PIT,27.0,10.0,BAL,PIT,-5.5,32,1,-5.5,01/20/2002 PIT-BAL
7868,01/20/2002,LAR,45.0,17.0,GB,LAR,-11.0,54.5,1,-11.0,01/20/2002 LAR-GB
7869,01/27/2002,PIT,17.0,24.0,NE,PIT,-10.0,35.5,1,-10.0,01/27/2002 PIT-NE
7870,01/27/2002,LAR,29.0,24.0,PHI,LAR,-11.0,51,1,-11.0,01/27/2002 LAR-PHI
7871,02/03/2002,LAR,17.0,20.0,NE,LAR,-14.0,53,1,-14.0,02/03/2002 LAR-NE
7872,09/05/2002,NYG,13.0,16.0,SF,SF,-4.0,39,-1,4.0,09/05/2002 NYG-SF
7873,09/08/2002,BUF,31.0,37.0,NYJ,NYJ,-3.0,43,-1,3.0,09/08/2002 BUF-NYJ
7874,09/08/2002,CAR,10.0,7.0,BAL,PICK,0.0,33,-1,-0.0,09/08/2002 CAR-BAL
7875,09/08/2002,CHI,27.0,23.0,MIN,CHI,-4.5,41,1,-4.5,09/08/2002 CHI-MIN
7876,09/08/2002,CIN,6.0,34.0,LAC,CIN,-3.0,37,1,-3.0,09/08/2002 CIN-LAC
