,schedule_date,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,home_favorite,fixed_spread,game_info
3951,11/17/1985,DET,41.0,21.0,MIN,DET,-3.0,38.5,1,-3.0,11/17/1985 DET-MIN
3952,11/17/1985,GB,38.0,14.0,NO,GB,-8.0,41,1,-8.0,11/17/1985 GB-NO
3953,11/17/1985,TEN,7.0,30.0,PIT,PIT,-3.0,37.5,-1,3.0,11/17/1985 TEN-PIT
3954,11/17/1985,IND,20.0,34.0,MIA,MIA,-7.5,47,-1,7.5,11/17/1985 IND-MIA
3955,11/17/1985,OAK,13.0,6.0,CIN,OAK,-6.0,47.5,1,-6.0,11/17/1985 OAK-CIN
3956,11/17/1985,NYJ,62.0,28.0,TB,NYJ,-9.5,42,1,-9.5,11/17/1985 NYJ-TB
3957,11/17/1985,SF,31.0,3.0,KC,SF,-13.0,42.5,1,-13.0,11/17/1985 SF-KC
3958,11/17/1985,SEA,13.0,20.0,NE,SEA,-3.5,41,1,-3.5,11/17/1985 SEA-NE
3959,11/17/1985,ARI,14.0,24.0,PHI,ARI,-2.5,38,1,-2.5,11/17/1985 ARI-PHI
3960,11/18/1985,WAS,23.0,21.0,NYG,WAS,-2.0,37,1,-2.0,11/18/1985 WAS-NYG
3961,11/24/1985,BUF,14.0,23.0,MIA,MIA,-8.5,41.5,-1,8.5,11/24/1985 BUF-MIA
3962,11/24/1985,CHI,36.0,0.0,ATL,CHI,-16.0,40.5,1,-16.0,11/24/1985 CHI-ATL
3963,11/24/1985,CLE,24.0,6.0,CIN,CLE,-3.0,37,1,-3.0,11/24/1985 CLE-CIN
3964,11/24/1985,DAL,34.0,17.0,PHI,DAL,-7.0,37,1,-7.0,11/24/1985 DAL-PHI
3965,11/24/1985,TEN,37.0,35.0,LAC,LAC,-6.0,45,-1,6.0,11/24/1985 TEN-LAC
3966,11/24/1985,KC,20.0,7.0,IND,KC,-4.0,41,1,-4.0,11/24/1985 KC-IND
3967,11/24/1985,OAK,31.0,28.0,DEN,OAK,-4.5,39,1,-4.5,11/24/1985 OAK-DEN
3968,11/24/1985,LAR,34.0,17.0,GB,LAR,-6.0,39,1,-6.0,11/24/1985 LAR-GB
3969,11/24/1985,MIN,23.0,30.0,NO,MIN,-7.0,42,1,-7.0,11/24/1985 MIN-NO
3970,11/24/1985,NYJ,16.0,13.0,NE,NYJ,-3.5,39,1,-3.5,11/24/1985 NYJ-NE
3971,11/24/1985,PIT,23.0,30.0,WAS,PIT,-5.5,36.5,1,-5.5,11/24/1985 PIT-WAS
3972,11/24/1985,ARI,3.0,34.0,NYG,NYG,-4.0,41,-1,4.0,11/24/1985 ARI-NYG
3973,11/24/1985,TB,19.0,16.0,DET,DET,-1.0,45,-1,1.0,11/24/1985 TB-DET
3974,11/25/1985,SF,19.0,6.0,SEA,SF,-6.0,43,1,-6.0,11/25/1985 SF-SEA
3975,11/28/1985,DAL,35.0,17.0,ARI,DAL,-13.0,40,1,-13.0,11/28/1985 DAL-ARI
3976,11/28/1985,DET,31.0,20.0,NYJ,NYJ,-3.5,42.5,-1,3.5,11/28/1985 DET-NYJ
3977,12/01/1985,ATL,24.0,34.0,OAK,OAK,-7.0,43.5,-1,7.0,12/01/1985 ATL-OAK
3978,12/01/1985,CIN,45.0,27.0,TEN,CIN,-7.5,43,1,-7.5,12/01/1985 CIN-TEN
3979,12/01/1985,GB,21.0,0.0,TB,GB,-6.5,44.5,1,-6.5,12/01/1985 GB-TB
3980,12/01/1985,IND,31.0,38.0,NE,NE,-7.0,39,-1,7.0,12/01/1985 IND-NE
3981,12/01/1985,NO,29.0,3.0,LAR,LAR,-5.5,40,-1,5.5,12/01/1985 NO-LAR
3982,12/01/1985,NYG,33.0,35.0,CLE,NYG,-6.0,36,1,-6.0,12/01/1985 NYG-CLE
3983,12/01/1985,PHI,23.0,28.0,MIN,PHI,-6.5,37.5,1,-6.5,12/01/1985 PHI-MIN
3984,12/01/1985,PIT,23.0,31.0,DEN,PICK,0.0,41,-1,-0.0,12/01/1985 PIT-DEN
3985,12/01/1985,LAC,40.0,7.0,BUF,LAC,-10.0,44.5,1,-10.0,12/01/1985 LAC-BUF
3986,12/01/1985,SEA,24.0,6.0,KC,SEA,-8.0,40.5,1,-8.0,12/01/1985 SEA-KC
3987,12/01/1985,WAS,8.0,35.0,SF,SF,-3.5,40,-1,3.5,12/01/1985 WAS-SF
3988,12/02/1985,MIA,38.0,24.0,CHI,CHI,-2.0,43,-1,2.0,12/02/1985 MIA-CHI
3989,12/08/1985,BUF,7.0,27.0,NYJ,NYJ,-9.0,36.5,-1,9.0,12/08/1985 BUF-NYJ
3990,12/08/1985,CHI,17.0,10.0,IND,CHI,-19.5,42,1,-19.5,12/08/1985 CHI-IND
3991,12/08/1985,CIN,50.0,24.0,DAL,DAL,-3.0,45,-1,3.0,12/08/1985 CIN-DAL
3992,12/08/1985,DEN,14.0,17.0,OAK,DEN,-3.0,40.5,1,-3.0,12/08/1985 DEN-OAK
3993,12/08/1985,GB,24.0,34.0,MIA,MIA,-4.0,43,-1,4.0,12/08/1985 GB-MIA
3994,12/08/1985,TEN,14.0,35.0,NYG,NYG,-7.0,41,-1,7.0,12/08/1985 TEN-NYG
3995,12/08/1985,KC,38.0,10.0,ATL,KC,-3.5,43,1,-3.5,12/08/1985 KC-ATL
3996,12/08/1985,MIN,26.0,7.0,TB,MIN,-6.5,45,1,-6.5,12/08/1985 MIN-TB
3997,12/08/1985,NE,23.0,6.0,DET,NE,-8.0,40,1,-8.0,12/08/1985 NE-DET
3998,12/08/1985,PHI,12.0,17.0,WAS,WAS,-1.0,37.5,-1,1.0,12/08/1985 PHI-WAS
3999,12/08/1985,LAC,54.0,44.0,PIT,LAC,-5.0,49,1,-5.0,12/08/1985 LAC-PIT
4000,12/08/1985,SEA,31.0,13.0,CLE,SEA,-4.5,37,1,-4.5,12/08/1985 SEA-CLE
4001,12/08/1985,ARI,28.0,16.0,NO,ARI,-3.0,41,1,-3.0,12/08/1985 ARI-NO
4002,12/09/1985,SF,20.0,27.0,LAR,SF,-9.0,40,1,-9.0,12/09/1985 SF-LAR
4003,12/14/1985,DEN,14.0,13.0,KC,DEN,-10.5,43,1,-10.5,12/14/1985 DEN-KC
4004,12/14/1985,NYJ,6.0,19.0,CHI,CHI,-2.5,38.5,-1,2.5,12/14/1985 NYJ-CHI
4005,12/15/1985,ATL,14.0,13.0,MIN,MIN,-2.0,46,-1,2.0,12/15/1985 ATL-MIN
4006,12/15/1985,CLE,28.0,21.0,TEN,CLE,-10.0,36.5,1,-10.0,12/15/1985 CLE-TEN
4007,12/15/1985,DAL,28.0,21.0,NYG,DAL,-3.0,42.5,1,-3.0,12/15/1985 DAL-NYG
4008,12/15/1985,DET,23.0,26.0,GB,DET,-6.0,46.5,1,-6.0,12/15/1985 DET-GB
4009,12/15/1985,OAK,13.0,3.0,SEA,OAK,-4.5,42,1,-4.5,12/15/1985 OAK-SEA
4010,12/15/1985,LAR,46.0,14.0,ARI,LAR,-8.5,39.5,1,-8.5,12/15/1985 LAR-ARI
4011,12/15/1985,NO,19.0,31.0,SF,SF,-10.0,43,-1,10.0,12/15/1985 NO-SF
4012,12/15/1985,PIT,30.0,24.0,BUF,PIT,-10.0,38,1,-10.0,12/15/1985 PIT-BUF
4013,12/15/1985,LAC,20.0,14.0,PHI,LAC,-7.0,50,1,-7.0,12/15/1985 LAC-PHI
4014,12/15/1985,TB,23.0,31.0,IND,TB,-3.5,44,1,-3.5,12/15/1985 TB-IND
4015,12/15/1985,WAS,27.0,24.0,CIN,WAS,-2.0,43,1,-2.0,12/15/1985 WAS-CIN
4016,12/16/1985,MIA,30.0,27.0,NE,MIA,-5.0,44,1,-5.0,12/16/1985 MIA-NE
4017,12/20/1985,SEA,24.0,27.0,DEN,PICK,0.0,43,-1,-0.0,12/20/1985 SEA-DEN
4018,12/21/1985,NYG,28.0,10.0,PIT,NYG,-9.0,38,1,-9.0,12/21/1985 NYG-PIT
4019,12/21/1985,ARI,16.0,27.0,WAS,WAS,-6.0,41,-1,6.0,12/21/1985 ARI-WAS
4020,12/22/1985,DET,17.0,37.0,CHI,CHI,-6.5,40,-1,6.5,12/22/1985 DET-CHI
4021,12/22/1985,IND,34.0,16.0,TEN,IND,-5.5,40,1,-5.5,12/22/1985 IND-TEN
4022,12/22/1985,KC,38.0,34.0,LAC,KC,-2.0,46,1,-2.0,12/22/1985 KC-LAC
4023,12/22/1985,MIA,28.0,0.0,BUF,MIA,-17.5,41,1,-17.5,12/22/1985 MIA-BUF
4024,12/22/1985,MIN,35.0,37.0,PHI,MIN,-2.0,39,1,-2.0,12/22/1985 MIN-PHI
4025,12/22/1985,NE,34.0,23.0,CIN,NE,-7.0,44,1,-7.0,12/22/1985 NE-CIN
4026,12/22/1985,NO,10.0,16.0,ATL,NO,-6.0,44,1,-6.0,12/22/1985 NO-ATL
4027,12/22/1985,NYJ,37.0,10.0,CLE,NYJ,-7.5,37,1,-7.5,12/22/1985 NYJ-CLE
4028,12/22/1985,SF,31.0,16.0,DAL,SF,-9.0,44,1,-9.0,12/22/1985 SF-DAL
4029,12/22/1985,TB,17.0,20.0,GB,GB,-2.5,44,-1,2.5,12/22/1985 TB-GB
4030,12/23/1985,LAR,6.0,16.0,OAK,OAK,-1.0,40,-1,1.0,12/23/1985 LAR-OAK
4031,12/29/1985,NYG,17.0,3.0,SF,SF,-3.0, ,-1,3.0,12/29/1985 NYG-SF
4032,12/29/1985,NYJ,14.0,26.0,NE,NYJ,-3.0, ,1,-3.0,12/29/1985 NYJ-NE
4033,01/04/1986,LAR,20.0,0.0,DAL,LAR,-2.0, ,1,-2.0,01/04/1986 LAR-DAL
4034,01/04/1986,MIA,24.0,21.0,CLE,MIA,-10.5, ,1,-10.5,01/04/1986 MIA-CLE
4035,01/05/1986,CHI,21.0,0.0,NYG,CHI,-9.0, ,1,-9.0,01/05/1986 CHI-NYG
4036,01/05/1986,OAK,20.0,27.0,NE,OAK,-5.5, ,1,-5.5,01/05/1986 OAK-NE
4037,01/12/1986,CHI,24.0,0.0,LAR,CHI,-10.5, ,1,-10.5,01/12/1986 CHI-LAR
4038,01/12/1986,MIA,14.0,31.0,NE,MIA,-5.5, ,1,-5.5,01/12/1986 MIA-NE
4039,01/26/1986,CHI,46.0,10.0,NE,CHI,-10.0,37.5,1,-10.0,01/26/1986 CHI-NE
4040,09/07/1986,BUF,24.0,28.0,NYJ,NYJ,-6.0,40,-1,6.0,09/07/1986 BUF-NYJ
4041,09/07/1986,CHI,41.0,31.0,CLE,CHI,-10.5,38,1,-10.5,09/07/1986 CHI-CLE
4042,09/07/1986,DEN,38.0,36.0,OAK,DEN,-3.0,38.5,1,-3.0,09/07/1986 DEN-OAK
4043,09/07/1986,GB,3.0,31.0,TEN,GB,-4.0,41.5,1,-4.0,09/07/1986 GB-TEN
4044,09/07/1986,KC,24.0,14.0,CIN,CIN,-1.0,47,-1,1.0,09/07/1986 KC-CIN
4045,09/07/1986,MIN,10.0,13.0,DET,MIN,-3.5,42.5,1,-3.5,09/07/1986 MIN-DET
4046,09/07/1986,NE,33.0,3.0,IND,NE,-9.5,42,1,-9.5,09/07/1986 NE-IND
4047,09/07/1986,NO,10.0,31.0,ATL,NO,-3.5,41,1,-3.5,09/07/1986 NO-ATL
4048,09/07/1986,LAC,50.0,28.0,MIA,MIA,-1.0,56,-1,1.0,09/07/1986 LAC-MIA
4049,09/07/1986,SEA,30.0,0.0,PIT,SEA,-6.0,42,1,-6.0,09/07/1986 SEA-PIT
4050,09/07/1986,ARI,10.0,16.0,LAR,LAR,-2.5,41,-1,2.5,09/07/1986 ARI-LAR
4051,09/07/1986,TB,7.0,31.0,SF,SF,-9.0,43,-1,9.0,09/07/1986 TB-SF
4052,09/07/1986,WAS,41.0,14.0,PHI,WAS,-5.5,39,1,-5.5,09/07/1986 WAS-PHI
4053,09/08/1986,DAL,31.0,28.0,NYG,NYG,-1.5,41,-1,1.5,09/08/1986 DAL-NYG
4054,09/11/1986,NYJ,6.0,20.0,NE,NYJ,-1.5,42,1,-1.5,09/11/1986 NYJ-NE
4055,09/14/1986,ATL,33.0,13.0,ARI,ATL,-2.5,42,1,-2.5,09/14/1986 ATL-ARI
4056,09/14/1986,CHI,13.0,10.0,PHI,CHI,-15.5,38,1,-15.5,09/14/1986 CHI-PHI
4057,09/14/1986,CIN,36.0,33.0,BUF,CIN,-6.5,44,1,-6.5,09/14/1986 CIN-BUF
4058,09/14/1986,DET,7.0,31.0,DAL,DAL,-2.5,42,-1,2.5,09/14/1986 DET-DAL
4059,09/14/1986,TEN,20.0,23.0,CLE,TEN,-1.5,40,1,-1.5,09/14/1986 TEN-CLE
4060,09/14/1986,LAR,16.0,13.0,SF,SF,-2.5,41,-1,2.5,09/14/1986 LAR-SF
4061,09/14/1986,MIA,30.0,10.0,IND,MIA,-14.0,43,1,-14.0,09/14/1986 MIA-IND
4062,09/14/1986,NO,24.0,10.0,GB,NO,-2.5,40,1,-2.5,09/14/1986 NO-GB
4063,09/14/1986,NYG,20.0,7.0,LAC,NYG,-3.5,50,1,-3.5,09/14/1986 NYG-LAC
4064,09/14/1986,SEA,23.0,17.0,KC,SEA,-5.0,43,1,-5.0,09/14/1986 SEA-KC
4065,09/14/1986,TB,10.0,23.0,MIN,MIN,-1.5,42,-1,1.5,09/14/1986 TB-MIN
4066,09/14/1986,WAS,10.0,6.0,OAK,WAS,-2.0,40,1,-2.0,09/14/1986 WAS-OAK
4067,09/15/1986,PIT,10.0,21.0,DEN,DEN,-5.5,40,-1,5.5,09/15/1986 PIT-DEN
4068,09/18/1986,CLE,13.0,30.0,CIN,CLE,-5.0,46,1,-5.0,09/18/1986 CLE-CIN
4069,09/21/1986,BUF,17.0,10.0,ARI,BUF,-3.0,41,1,-3.0,09/21/1986 BUF-ARI
4070,09/21/1986,DAL,35.0,37.0,ATL,DAL,-7.5,42,1,-7.5,09/21/1986 DAL-ATL
4071,09/21/1986,DET,20.0,24.0,TB,DET,-9.0,42,1,-9.0,09/21/1986 DET-TB
4072,09/21/1986,IND,7.0,24.0,LAR,LAR,-7.5,40,-1,7.5,09/21/1986 IND-LAR
4073,09/21/1986,KC,27.0,13.0,TEN,KC,-3.5,42,1,-3.5,09/21/1986 KC-TEN
4074,09/21/1986,OAK,9.0,14.0,NYG,OAK,-3.5,42,1,-3.5,09/21/1986 OAK-NYG
4075,09/21/1986,MIN,31.0,7.0,PIT,MIN,-5.0,40,1,-5.0,09/21/1986 MIN-PIT
4076,09/21/1986,NE,31.0,38.0,SEA,NE,-6.0,43,1,-6.0,09/21/1986 NE-SEA
4077,09/21/1986,NYJ,51.0,45.0,MIA,MIA,-2.0,44,-1,2.0,09/21/1986 NYJ-MIA
4078,09/21/1986,PHI,7.0,33.0,DEN,DEN,-3.5,40,-1,3.5,09/21/1986 PHI-DEN
4079,09/21/1986,LAC,27.0,30.0,WAS,LAC,-3.0,48,1,-3.0,09/21/1986 LAC-WAS
4080,09/21/1986,SF,26.0,17.0,NO,SF,-11.0,41,1,-11.0,09/21/1986 SF-NO
4081,09/22/1986,GB,12.0,25.0,CHI,CHI,-11.0,39.5,-1,11.0,09/22/1986 GB-CHI
4082,09/28/1986,BUF,17.0,20.0,KC,BUF,-2.0,41,1,-2.0,09/28/1986 BUF-KC
4083,09/28/1986,CIN,7.0,44.0,CHI,CHI,-4.5,47,-1,4.5,09/28/1986 CIN-CHI
4084,09/28/1986,CLE,24.0,21.0,DET,CLE,-8.5,41.5,1,-8.5,09/28/1986 CLE-DET
4085,09/28/1986,DEN,27.0,20.0,NE,DEN,-3.0,43.5,1,-3.0,09/28/1986 DEN-NE
4086,09/28/1986,TEN,16.0,22.0,PIT,TEN,-6.5,39,1,-6.5,09/28/1986 TEN-PIT
4087,09/28/1986,IND,7.0,26.0,NYJ,NYJ,-9.5,44,-1,9.5,09/28/1986 IND-NYJ
4088,09/28/1986,OAK,17.0,13.0,LAC,OAK,-3.0,51.5,1,-3.0,09/28/1986 OAK-LAC
4089,09/28/1986,MIA,16.0,31.0,SF,MIA,-3.0,50.5,1,-3.0,09/28/1986 MIA-SF
4090,09/28/1986,MIN,42.0,7.0,GB,MIN,-6.0,39,1,-6.0,09/28/1986 MIN-GB
4091,09/28/1986,NYG,20.0,17.0,NO,NYG,-10.5,40,1,-10.5,09/28/1986 NYG-NO
4092,09/28/1986,PHI,34.0,20.0,LAR,LAR,-6.0,37,-1,6.0,09/28/1986 PHI-LAR
4093,09/28/1986,TB,20.0,23.0,ATL,ATL,-6.0,45,-1,6.0,09/28/1986 TB-ATL
4094,09/28/1986,WAS,19.0,14.0,SEA,WAS,-4.0,43.5,1,-4.0,09/28/1986 WAS-SEA
4095,09/29/1986,ARI,7.0,31.0,DAL,DAL,-7.0,45,-1,7.0,09/29/1986 ARI-DAL
4096,10/05/1986,ATL,0.0,16.0,PHI,ATL,-6.0,43.5,1,-6.0,10/05/1986 ATL-PHI
4097,10/05/1986,CHI,23.0,0.0,MIN,CHI,-12.5,43.5,1,-12.5,10/05/1986 CHI-MIN
4098,10/05/1986,DEN,29.0,14.0,DAL,DEN,-5.0,43,1,-5.0,10/05/1986 DEN-DAL
4099,10/05/1986,DET,24.0,13.0,TEN,DET,-3.0,41,1,-3.0,10/05/1986 DET-TEN
4100,10/05/1986,GB,28.0,34.0,CIN,CIN,-7.0,45,-1,7.0,10/05/1986 GB-CIN
4101,10/05/1986,KC,17.0,24.0,OAK,OAK,-1.0,37.5,-1,1.0,10/05/1986 KC-OAK
4102,10/05/1986,LAR,26.0,20.0,TB,LAR,-11.0,37.5,1,-11.0,10/05/1986 LAR-TB
4103,10/05/1986,NE,34.0,7.0,MIA,NE,-6.0,48,1,-6.0,10/05/1986 NE-MIA
4104,10/05/1986,NO,6.0,14.0,WAS,WAS,-7.0,41,-1,7.0,10/05/1986 NO-WAS
4105,10/05/1986,NYJ,14.0,13.0,BUF,NYJ,-7.5,45.5,1,-7.5,10/05/1986 NYJ-BUF
4106,10/05/1986,PIT,24.0,27.0,CLE,CLE,-3.0,38.5,-1,3.0,10/05/1986 PIT-CLE
4107,10/05/1986,SF,35.0,14.0,IND,SF,-17.5,40,1,-17.5,10/05/1986 SF-IND
4108,10/05/1986,ARI,6.0,13.0,NYG,NYG,-7.5,39,-1,7.5,10/05/1986 ARI-NYG
4109,10/06/1986,SEA,33.0,7.0,LAC,SEA,-6.0,49,1,-6.0,10/06/1986 SEA-LAC
4110,10/12/1986,ATL,26.0,14.0,LAR,PICK,0.0,40,-1,-0.0,10/12/1986 ATL-LAR
4111,10/12/1986,CLE,20.0,7.0,KC,CLE,-4.5,40,1,-4.5,10/12/1986 CLE-KC
4112,10/12/1986,DAL,30.0,6.0,WAS,PICK,0.0,42,-1,-0.0,10/12/1986 DAL-WAS
4113,10/12/1986,GB,14.0,21.0,DET,DET,-2.5,39.5,-1,2.5,10/12/1986 GB-DET
4114,10/12/1986,TEN,7.0,20.0,CHI,CHI,-13.5,41,-1,13.5,10/12/1986 TEN-CHI
4115,10/12/1986,IND,14.0,17.0,NO,NO,-4.0,37.5,-1,4.0,10/12/1986 IND-NO
4116,10/12/1986,OAK,14.0,10.0,SEA,OAK,-3.5,39.5,1,-3.5,10/12/1986 OAK-SEA
4117,10/12/1986,MIA,27.0,14.0,BUF,MIA,-6.5,49,1,-6.5,10/12/1986 MIA-BUF
4118,10/12/1986,NE,24.0,31.0,NYJ,NE,-7.0,40.5,1,-7.0,10/12/1986 NE-NYJ
4119,10/12/1986,NYG,35.0,3.0,PHI,NYG,-7.0,38,1,-7.0,10/12/1986 NYG-PHI
4120,10/12/1986,LAC,14.0,31.0,DEN,DEN,-5.5,42.5,-1,5.5,10/12/1986 LAC-DEN
4121,10/12/1986,SF,24.0,27.0,MIN,SF,-9.5,41.5,1,-9.5,10/12/1986 SF-MIN
4122,10/12/1986,TB,19.0,30.0,ARI,TB,-3.0,38,1,-3.0,10/12/1986 TB-ARI
4123,10/13/1986,CIN,24.0,22.0,PIT,CIN,-7.5,47,1,-7.5,10/13/1986 CIN-PIT
4124,10/19/1986,ATL,10.0,10.0,SF,SF,-3.0,43,-1,3.0,10/19/1986 ATL-SF
4125,10/19/1986,BUF,24.0,13.0,IND,BUF,-10.5,41,1,-10.5,10/19/1986 BUF-IND
4126,10/19/1986,CIN,31.0,28.0,TEN,CIN,-6.5,45.5,1,-6.5,10/19/1986 CIN-TEN
4127,10/19/1986,CLE,14.0,17.0,GB,CLE,-13.0,41.5,1,-13.0,10/19/1986 CLE-GB
4128,10/19/1986,KC,42.0,41.0,LAC,KC,-5.5,45,1,-5.5,10/19/1986 KC-LAC
4129,10/19/1986,LAR,14.0,10.0,DET,LAR,-7.0,37.5,1,-7.0,10/19/1986 LAR-DET
4130,10/19/1986,MIA,28.0,30.0,OAK,OAK,-1.0,44,-1,1.0,10/19/1986 MIA-OAK
4131,10/19/1986,MIN,23.0,7.0,CHI,CHI,-9.0,38.5,-1,9.0,10/19/1986 MIN-CHI
4132,10/19/1986,NO,38.0,7.0,TB,NO,-5.0,39,1,-5.0,10/19/1986 NO-TB
4133,10/19/1986,PHI,14.0,17.0,DAL,DAL,-5.5,40,-1,5.5,10/19/1986 PHI-DAL
4134,10/19/1986,PIT,0.0,34.0,NE,NE,-7.0,41,-1,7.0,10/19/1986 PIT-NE
4135,10/19/1986,SEA,17.0,12.0,NYG,SEA,-3.0,39,1,-3.0,10/19/1986 SEA-NYG
4136,10/19/1986,WAS,28.0,21.0,ARI,WAS,-13.0,38.5,1,-13.0,10/19/1986 WAS-ARI
4137,10/20/1986,NYJ,22.0,10.0,DEN,DEN,-3.5,47,-1,3.5,10/20/1986 NYJ-DEN
4138,10/26/1986,BUF,3.0,23.0,NE,NE,-7.0,41,-1,7.0,10/26/1986 BUF-NE
4139,10/26/1986,CHI,13.0,7.0,DET,CHI,-14.5,39,1,-14.5,10/26/1986 CHI-DET
4140,10/26/1986,DAL,37.0,6.0,ARI,DAL,-11.0,41,1,-11.0,10/26/1986 DAL-ARI
4141,10/26/1986,DEN,20.0,13.0,SEA,DEN,-5.5,41,1,-5.5,10/26/1986 DEN-SEA
4142,10/26/1986,GB,17.0,31.0,SF,SF,-9.0,39,-1,9.0,10/26/1986 GB-SF
4143,10/26/1986,TEN,17.0,28.0,OAK,OAK,-6.5,39,-1,6.5,10/26/1986 TEN-OAK
4144,10/26/1986,IND,13.0,17.0,MIA,MIA,-9.0,45,-1,9.0,10/26/1986 IND-MIA
4145,10/26/1986,KC,27.0,20.0,TB,KC,-9.5,42,1,-9.5,10/26/1986 KC-TB
4146,10/26/1986,LAR,14.0,7.0,ATL,LAR,-3.0,38,1,-3.0,10/26/1986 LAR-ATL
4147,10/26/1986,MIN,20.0,23.0,CLE,MIN,-4.0,39,1,-4.0,10/26/1986 MIN-CLE
4148,10/26/1986,NYJ,28.0,23.0,NO,NYJ,-9.0,41,1,-9.0,10/26/1986 NYJ-NO
4149,10/26/1986,PHI,23.0,7.0,LAC,PHI,-4.0,43.5,1,-4.0,10/26/1986 PHI-LAC
4150,10/26/1986,PIT,30.0,9.0,CIN,CIN,-4.5,41,-1,4.5,10/26/1986 PIT-CIN
4151,10/27/1986,NYG,27.0,20.0,WAS,NYG,-3.5,38,1,-3.5,10/27/1986 NYG-WAS
4152,11/02/1986,DET,17.0,24.0,CIN,DET,-2.5,44,1,-2.5,11/02/1986 DET-CIN
4153,11/02/1986,IND,9.0,24.0,CLE,CLE,-6.5,39.5,-1,6.5,11/02/1986 IND-CLE
4154,11/02/1986,OAK,10.0,21.0,DEN,OAK,-3.5,40,1,-3.5,11/02/1986 OAK-DEN
4155,11/02/1986,MIA,28.0,7.0,TEN,MIA,-7.5,46,1,-7.5,11/02/1986 MIA-TEN
4156,11/02/1986,NE,25.0,17.0,ATL,NE,-9.0,38,1,-9.0,11/02/1986 NE-ATL
4157,11/02/1986,NO,23.0,10.0,SF,SF,-5.5,39,-1,5.5,11/02/1986 NO-SF
4158,11/02/1986,NYG,17.0,14.0,DAL,NYG,-3.0,41,1,-3.0,11/02/1986 NYG-DAL
4159,11/02/1986,PIT,27.0,3.0,GB,PIT,-5.0,38,1,-5.0,11/02/1986 PIT-GB
4160,11/02/1986,LAC,23.0,24.0,KC,LAC,-2.0,41.5,1,-2.0,11/02/1986 LAC-KC
4161,11/02/1986,SEA,7.0,38.0,NYJ,SEA,-4.0,42,1,-4.0,11/02/1986 SEA-NYJ
4162,11/02/1986,ARI,13.0,10.0,PHI,PHI,-2.5,37,-1,2.5,11/02/1986 ARI-PHI
4163,11/02/1986,TB,34.0,28.0,BUF,PICK,0.0,41,-1,-0.0,11/02/1986 TB-BUF
4164,11/02/1986,WAS,44.0,38.0,MIN,WAS,-7.0,40,1,-7.0,11/02/1986 WAS-MIN
4165,11/03/1986,CHI,17.0,20.0,LAR,CHI,-8.0,35,1,-8.0,11/03/1986 CHI-LAR
4166,11/09/1986,ATL,14.0,28.0,NYJ,NYJ,-3.0,42.5,-1,3.0,11/09/1986 ATL-NYJ
4167,11/09/1986,BUF,16.0,12.0,PIT,BUF,-1.0,39,1,-1.0,11/09/1986 BUF-PIT
4168,11/09/1986,DAL,13.0,17.0,OAK,DAL,-3.0,40,1,-3.0,11/09/1986 DAL-OAK
4169,11/09/1986,DEN,3.0,9.0,LAC,DEN,-13.5,42,1,-13.5,11/09/1986 DEN-LAC
4170,11/09/1986,DET,10.0,24.0,MIN,MIN,-3.0,41,-1,3.0,11/09/1986 DET-MIN
4171,11/09/1986,GB,7.0,16.0,WAS,WAS,-9.5,39.5,-1,9.5,11/09/1986 GB-WAS
4172,11/09/1986,TEN,32.0,28.0,CIN,CIN,-4.0,45.5,-1,4.0,11/09/1986 TEN-CIN
4173,11/09/1986,IND,21.0,30.0,NE,NE,-13.0,39,-1,13.0,11/09/1986 IND-NE
4174,11/09/1986,KC,27.0,7.0,SEA,KC,-1.0,40,1,-1.0,11/09/1986 KC-SEA
4175,11/09/1986,NO,6.0,0.0,LAR,LAR,-2.5,36.5,-1,2.5,11/09/1986 NO-LAR
4176,11/09/1986,PHI,14.0,17.0,NYG,NYG,-3.5,34,-1,3.5,11/09/1986 PHI-NYG
4177,11/09/1986,SF,43.0,17.0,ARI,SF,-11.0,40,1,-11.0,11/09/1986 SF-ARI
4178,11/09/1986,TB,3.0,23.0,CHI,CHI,-10.5,38,-1,10.5,11/09/1986 TB-CHI
4179,11/10/1986,CLE,26.0,16.0,MIA,CLE,-3.0,45,1,-3.0,11/10/1986 CLE-MIA
4180,11/16/1986,ATL,10.0,13.0,CHI,CHI,-7.0,36.5,-1,7.0,11/16/1986 ATL-CHI
4181,11/16/1986,BUF,24.0,34.0,MIA,MIA,-1.5,43.5,-1,1.5,11/16/1986 BUF-MIA
4182,11/16/1986,CIN,34.0,7.0,SEA,CIN,-3.0,44,1,-3.0,11/16/1986 CIN-SEA
4183,11/16/1986,DEN,38.0,17.0,KC,DEN,-8.0,38.5,1,-8.0,11/16/1986 DEN-KC
4184,11/16/1986,GB,31.0,7.0,TB,GB,-4.0,38.5,1,-4.0,11/16/1986 GB-TB
4185,11/16/1986,OAK,27.0,14.0,CLE,OAK,-6.5,39,1,-6.5,11/16/1986 OAK-CLE
4186,11/16/1986,LAR,28.0,30.0,NE,NE,-2.5,37.5,-1,2.5,11/16/1986 LAR-NE
4187,11/16/1986,MIN,20.0,22.0,NYG,NYG,-1.5,38.5,-1,1.5,11/16/1986 MIN-NYG
4188,11/16/1986,NYJ,31.0,16.0,IND,NYJ,-16.0,42.5,1,-16.0,11/16/1986 NYJ-IND
